Tournament,Date,Winner,Loser,AvgW,AvgL
Brisbane International,2016-01-04,Dimitrov G.,Simon G.,1.66,2.2
Brisbane International,2016-01-04,Kudla D.,Smith J.P.,1.57,2.37
Brisbane International,2016-01-04,Kamke T.,Mitchell B.,1.77,2.0
Brisbane International,2016-01-04,Chung H.,Groth S.,1.82,1.95
Brisbane International,2016-01-05,Goffin D.,Bellucci T.,1.29,3.56
Brisbane International,2016-01-05,Troicki V.,Johnson S.,2.17,1.67
Brisbane International,2016-01-05,Thiem D.,Duckworth J.,1.32,3.29
Brisbane International,2016-01-05,Stepanek R.,Lajovic D.,1.94,1.82
Brisbane International,2016-01-05,Dodig I.,Anderson O.,1.06,8.73
Brisbane International,2016-01-05,Pouille L.,Nishioka Y.,2.28,1.61
Brisbane International,2016-01-05,Kukushkin M.,Istomin D.,2.09,1.71
Brisbane International,2016-01-05,Tomic B.,Mahut N.,1.2,4.42
Brisbane International,2016-01-06,Thiem D.,Kudla D.,1.41,2.85
Brisbane International,2016-01-06,Nishikori K.,Kukushkin M.,1.16,4.99
Brisbane International,2016-01-06,Cilic M.,Chung H.,1.34,3.2
Brisbane International,2016-01-06,Tomic B.,Stepanek R.,1.31,3.4
Brisbane International,2016-01-07,Pouille L.,Goffin D.,4.95,1.16
Brisbane International,2016-01-07,Raonic M.,Dodig I.,1.27,3.69
Brisbane International,2016-01-07,Dimitrov G.,Troicki V.,1.35,3.19
Brisbane International,2016-01-07,Federer R.,Kamke T.,1.06,8.89
Brisbane International,2016-01-08,Raonic M.,Pouille L.,1.18,4.72
Brisbane International,2016-01-08,Tomic B.,Nishikori K.,3.32,1.32
Brisbane International,2016-01-08,Thiem D.,Cilic M.,2.98,1.39
Brisbane International,2016-01-08,Federer R.,Dimitrov G.,1.18,4.76
Brisbane International,2016-01-09,Raonic M.,Tomic B.,1.5,2.57
Brisbane International,2016-01-09,Federer R.,Thiem D.,1.1,6.77
Brisbane International,2016-01-10,Raonic M.,Federer R.,3.89,1.26
Chennai Open,2016-01-04,Millman J.,Donskoy E.,1.56,2.38
Chennai Open,2016-01-04,Pavic A.,Almagro N.,2.88,1.4
Chennai Open,2016-01-04,Coric B.,Granollers M.,1.42,2.8
Chennai Open,2016-01-05,Garcia-Lopez G.,Daniel T.,1.5,2.53
Chennai Open,2016-01-05,Rublev A.,Devvarman S.,1.71,2.12
Chennai Open,2016-01-05,Krajicek A.,Ram R.,2.03,1.76
Chennai Open,2016-01-05,Rosol L.,Giraldo S.,1.46,2.68
Chennai Open,2016-01-05,Ramanathan R.,Gimeno-Traver D.,1.98,1.8
Chennai Open,2016-01-05,Vanni L.,Struff J.L.,2.09,1.71
Chennai Open,2016-01-05,Muller G.,Khachanov K.,1.34,3.18
Chennai Open,2016-01-05,Fabbiano T.,Kovalik J.,1.53,2.47
Chennai Open,2016-01-05,Bedene A.,Pospisil V.,2.5,1.52
Chennai Open,2016-01-06,Coric B.,Krajicek A.,1.29,3.5
Chennai Open,2016-01-06,Garcia-Lopez G.,Pavic A.,1.37,3.02
Chennai Open,2016-01-06,Wawrinka S.,Rublev A.,1.1,6.61
Chennai Open,2016-01-06,Bautista R.,Millman J.,1.3,3.42
Chennai Open,2016-01-07,Fabbiano T.,Muller G.,4.7,1.18
Chennai Open,2016-01-07,Paire B.,Rosol L.,1.53,2.48
Chennai Open,2016-01-07,Bedene A.,Vanni L.,1.37,3.03
Chennai Open,2016-01-07,Ramanathan R.,Kudryavtsev A.,1.85,1.93
Chennai Open,2016-01-08,Paire B.,Fabbiano T.,1.2,4.45
Chennai Open,2016-01-08,Wawrinka S.,Garcia-Lopez G.,1.18,4.8
Chennai Open,2016-01-08,Bedene A.,Ramanathan R.,1.18,4.81
Chennai Open,2016-01-08,Coric B.,Bautista R.,2.95,1.39
Chennai Open,2016-01-09,Wawrinka S.,Paire B.,1.2,4.46
Chennai Open,2016-01-09,Coric B.,Bedene A.,1.52,2.51
Chennai Open,2016-01-10,Wawrinka S.,Coric B.,1.13,5.95
Qatar Exxon Mobil Open,2016-01-04,Dzumhur D.,Cecchinato M.,1.48,2.6
Qatar Exxon Mobil Open,2016-01-04,Chardy J.,Zayid M. S.,1.01,26.32
Qatar Exxon Mobil Open,2016-01-04,Edmund K.,Klizan M.,1.75,2.05
Qatar Exxon Mobil Open,2016-01-04,Djokovic N.,Brown D.,1.01,16.74
Qatar Exxon Mobil Open,2016-01-04,Haase R.,Karatsev A.,1.52,2.49
Qatar Exxon Mobil Open,2016-01-04,Munoz-De La Nava D.,Lopez F.,4.7,1.18
Qatar Exxon Mobil Open,2016-01-04,Kuznetsov An.,Ilhan M.,1.54,2.43
Qatar Exxon Mobil Open,2016-01-05,Andujar P.,Lorenzi P.,2.16,1.68
Qatar Exxon Mobil Open,2016-01-05,Berdych T.,Stakhovsky S.,1.08,7.45
Qatar Exxon Mobil Open,2016-01-05,Gabashvili T.,Bolelli S.,1.88,1.88
Qatar Exxon Mobil Open,2016-01-05,Mathieu P.H.,Ramos-Vinolas A.,1.81,1.96
Qatar Exxon Mobil Open,2016-01-05,Marchenko I.,Ferrer D.,8.88,1.06
Qatar Exxon Mobil Open,2016-01-05,Mayer L.,Becker B.,1.52,2.51
Qatar Exxon Mobil Open,2016-01-05,Berankis R.,Seppi A.,2.38,1.56
