Tournament,Date,Winner,Loser,AvgW,AvgL
ASB Classic,2024-01-10,Fils A.,Borges N.,1.26,3.75
ASB Classic,2024-01-10,Tabilo A.,Van De Zandschulp B.,2.71,1.45
ASB Classic,2024-01-10,Norrie C.,Van Assche L.,1.4,2.91
ASB Classic,2024-01-10,Daniel T.,Muller A.,1.86,1.93
ASB Classic,2024-01-11,Shelton B.,Carballes Baena R.,1.17,5.0
ASB Classic,2024-01-11,Tabilo A.,Norrie C.,3.26,1.33
ASB Classic,2024-01-11,Fils A.,Altmaier D.,1.29,3.6
ASB Classic,2024-01-12,Daniel T.,Shelton B.,4.02,1.24
ASB Classic,2024-01-12,Tabilo A.,Fils A.,3.72,1.27
ASB Classic,2024-01-13,Tabilo A.,Daniel T.,2.03,1.77
Australian Open,2024-01-14,Arnaldi M.,Walton A.,1.21,4.48
Australian Open,2024-01-14,Munar J.,Shevchenko A.,3.0,1.4
Australian Open,2024-01-14,Sinner J.,Van De Zandschulp B.,1.05,10.8
Australian Open,2024-01-14,Kotov P.,Rinderknech A.,1.67,2.23
Australian Open,2024-01-14,Cerundolo F.,Sweeny D.,1.35,3.22
Australian Open,2024-01-14,Marozsan F.,Cilic M.,1.74,2.11
Australian Open,2024-01-14,Rublev A.,Seyboth Wild T.,1.02,16.12
Australian Open,2024-01-14,Machac T.,Mochizuki S.,1.27,3.82
Australian Open,2024-01-14,O Connell C.,Garin C.,1.41,2.95
Australian Open,2024-01-14,De Jong J.,Cachin P.,1.37,3.12
Australian Open,2024-01-14,Baez S.,Wolf J.J.,2.38,1.58
Australian Open,2024-01-14,Fritz T.,Diaz Acosta F.,1.03,14.76
Australian Open,2024-01-14,Galan D.E.,Kubler J.,2.46,1.55
Australian Open,2024-01-14,Halys Q.,Harris L.,3.34,1.33
Australian Open,2024-01-14,Djokovic N.,Prizmic D.,1.01,21.89
Australian Open,2024-01-14,Tiafoe F.,Coric B.,1.54,2.48
Australian Open,2024-01-15,Korda S.,Kopriva V.,1.08,8.5
Australian Open,2024-01-15,Ruusuvuori E.,Kypson P.,1.11,6.76
Australian Open,2024-01-15,Musetti L.,Bonzi B.,1.35,3.25
Australian Open,2024-01-15,Cobolli F.,Jarry N.,4.24,1.23
Australian Open,2024-01-15,Gaston H.,Carballes Baena R.,2.29,1.63
Australian Open,2024-01-15,Medvedev D.,Atmane T.,1.02,17.02
Australian Open,2024-01-15,Shelton B.,Bautista Agut R.,1.42,2.9
Australian Open,2024-01-15,Davidovich Fokina A.,Lestienne C.,1.19,4.82
Australian Open,2024-01-15,Popyrin A.,Polmans M.,1.17,5.03
Australian Open,2024-01-15,Mannarino A.,Wawrinka S.,1.43,2.84
Australian Open,2024-01-15,Van Assche L.,Duckworth J.,1.82,2.0
Australian Open,2024-01-15,Tsitsipas S.,Bergs Z.,1.09,7.42
Australian Open,2024-01-15,Mensik J.,Shapovalov D.,1.67,2.22
Australian Open,2024-01-15,Khachanov K.,Altmaier D.,1.21,4.48
Australian Open,2024-01-15,Thompson J.,Vukic A.,1.35,3.24
Australian Open,2024-01-15,Kovacevic A.,Tabilo A.,2.32,1.62
Australian Open,2024-01-15,Zhang Zh.,Coria F.,1.06,9.65
Australian Open,2024-01-15,Eubanks C.,Daniel T.,2.37,1.59
Australian Open,2024-01-15,Etcheverry T.,Murray A.,2.3,1.62
Australian Open,2024-01-15,Monfils G.,Hanfmann Y.,1.51,2.59
Australian Open,2024-01-15,Humbert U.,Goffin D.,1.39,3.0
Australian Open,2024-01-15,Borges N.,Marterer M.,2.12,1.74
Australian Open,2024-01-15,Grenier H.,Muller A.,3.1,1.38
Australian Open,2024-01-15,De Minaur A.,Raonic M.,1.1,7.15
Australian Open,2024-01-15,Hurkacz H.,Jasika O.,1.02,15.59
Australian Open,2024-01-15,Kecmanovic M.,Watanuki Y.,1.31,3.49
Australian Open,2024-01-15,Auger-Aliassime F.,Thiem D.,1.45,2.8
Australian Open,2024-01-15,Struff J.L.,Hijikata R.,1.61,2.33
Australian Open,2024-01-16,Michelsen A.,Mccabe J.,1.18,4.97
Australian Open,2024-01-16,Lehecka J.,Zapata Miralles B.,1.06,9.98
Australian Open,2024-01-16,Norrie C.,Varillas J. P.,1.13,6.18
Australian Open,2024-01-16,Cazaux A.,Djere L.,2.04,1.79
Australian Open,2024-01-16,Fils A.,Vesely J.,1.09,7.49
Australian Open,2024-01-16,Griekspoor T.,Safiullin R.,2.57,1.52
Australian Open,2024-01-16,Zeppieri G.,Lajovic D.,2.0,1.82
Australian Open,2024-01-16,Ruud C.,Ramos-Vinolas A.,1.02,15.52
Australian Open,2024-01-16,Dimitrov G.,Fucsovics M.,1.16,5.36
Australian Open,2024-01-16,Purcell M.,Valkusz M.,1.31,3.48
Australian Open,2024-01-16,Klein L.,Kwon S.W.,1.34,3.3
Australian Open,2024-01-16,Draper J.,Giron M.,1.24,4.06
Australian Open,2024-01-16,Rune H.,Nishioka Y.,1.12,6.39
Australian Open,2024-01-16,Nagal S.,Bublik A.,4.78,1.19
Australian Open,2024-01-16,Shang J.,Mcdonald M.,1.71,2.15
Australian Open,2024-01-16,Paul T.,Barrere G.,1.12,6.15
Australian Open,2024-01-16,Kokkinakis T.,Ofner S.,1.99,1.82
Australian Open,2024-01-16,Sonego L.,Evans D.,1.8,2.01
Australian Open,2024-01-16,Zverev A.,Koepfer D.,1.06,9.55
Australian Open,2024-01-16,Alcaraz C.,Gasquet R.,1.02,17.45
Australian Open,2024-01-17,Sinner J.,De Jong J.,1.02,17.56
Australian Open,2024-01-17,De Minaur A.,Arnaldi M.,1.18,4.83
Australian Open,2024-01-17,Baez S.,Galan D.E.,1.41,2.9
Australian Open,2024-01-17,Cobolli F.,Kotov P.,2.45,1.55
Australian Open,2024-01-17,Van Assche L.,Musetti L.,2.76,1.45
Australian Open,2024-01-17,Khachanov K.,Kovacevic A.,1.15,5.4
Australian Open,2024-01-17,Fritz T.,Gaston H.,1.13,6.12
Australian Open,2024-01-17,Marozsan F.,Cerundolo F.,1.55,2.46
Australian Open,2024-01-17,Shelton B.,O Connell C.,1.26,3.94
Australian Open,2024-01-17,Mannarino A.,Munar J.,1.33,3.33
Australian Open,2024-01-17,Machac T.,Tiafoe F.,2.69,1.47
Australian Open,2024-01-17,Etcheverry T.,Monfils G.,2.48,1.54
Australian Open,2024-01-17,Tsitsipas S.,Thompson J.,1.22,4.34
Australian Open,2024-01-17,Korda S.,Halys Q.,1.26,3.87
Australian Open,2024-01-17,Rublev A.,Eubanks C.,1.07,8.26
Australian Open,2024-01-17,Djokovic N.,Popyrin A.,1.02,14.37
Australian Open,2024-01-18,Norrie C.,Zeppieri G.,1.35,3.22
Australian Open,2024-01-18,Michelsen A.,Lehecka J.,4.0,1.25
Australian Open,2024-01-18,Zverev A.,Klein L.,1.05,9.88
Australian Open,2024-01-18,Ruud C.,Purcell M.,1.16,5.23
Australian Open,2024-01-18,Paul T.,Draper J.,1.92,1.88
Australian Open,2024-01-18,Kecmanovic M.,Struff J.L.,1.52,2.57
Australian Open,2024-01-18,Alcaraz C.,Sonego L.,1.03,14.22
Australian Open,2024-01-18,Borges N.,Davidovich Fokina A.,4.36,1.21
Australian Open,2024-01-18,Shang J.,Nagal S.,1.44,2.8
Australian Open,2024-01-18,Griekspoor T.,Fils A.,2.34,1.6
Australian Open,2024-01-18,Humbert U.,Zhang Zh.,1.39,3.03
Australian Open,2024-01-18,Dimitrov G.,Kokkinakis T.,1.13,5.89
Australian Open,2024-01-18,Cazaux A.,Rune H.,5.44,1.15
Australian Open,2024-01-18,Auger-Aliassime F.,Grenier H.,1.1,6.83
Australian Open,2024-01-18,Hurkacz H.,Mensik J.,1.23,4.16
Australian Open,2024-01-18,Medvedev D.,Ruusuvuori E.,1.11,6.68
Australian Open,2024-01-19,Khachanov K.,Machac T.,1.61,2.32
Australian Open,2024-01-19,Sinner J.,Baez S.,1.02,17.61
Australian Open,2024-01-19,Fritz T.,Marozsan F.,1.31,3.51
Australian Open,2024-01-19,Tsitsipas S.,Van Assche L.,1.2,4.6
Australian Open,2024-01-19,Mannarino A.,Shelton B.,3.19,1.36
Australian Open,2024-01-19,Djokovic N.,Etcheverry T.,1.05,10.36
Australian Open,2024-01-19,De Minaur A.,Cobolli F.,1.06,9.15
Australian Open,2024-01-19,Rublev A.,Korda S.,1.36,3.15
Australian Open,2024-01-20,Kecmanovic M.,Paul T.,3.17,1.36
Australian Open,2024-01-20,Hurkacz H.,Humbert U.,1.62,2.31
Australian Open,2024-01-20,Cazaux A.,Griekspoor T.,2.22,1.67
Australian Open,2024-01-20,Alcaraz C.,Shang J.,1.02,15.24
Australian Open,2024-01-20,Norrie C.,Ruud C.,3.03,1.39
Australian Open,2024-01-20,Borges N.,Dimitrov G.,8.69,1.07
Australian Open,2024-01-20,Medvedev D.,Auger-Aliassime F.,1.2,4.65
Australian Open,2024-01-20,Zverev A.,Michelsen A.,1.17,5.07
Australian Open,2024-01-21,Djokovic N.,Mannarino A.,1.02,14.16
Australian Open,2024-01-21,Fritz T.,Tsitsipas S.,2.22,1.67
Australian Open,2024-01-21,Sinner J.,Khachanov K.,1.1,7.22
Australian Open,2024-01-21,Rublev A.,De Minaur A.,1.77,2.07
Australian Open,2024-01-22,Medvedev D.,Borges N.,1.05,10.51
Australian Open,2024-01-22,Hurkacz H.,Cazaux A.,1.38,3.07
Australian Open,2024-01-22,Zverev A.,Norrie C.,1.24,4.03
Australian Open,2024-01-22,Alcaraz C.,Kecmanovic M.,1.05,10.79
Australian Open,2024-01-23,Djokovic N.,Fritz T.,1.1,7.3
Australian Open,2024-01-23,Sinner J.,Rublev A.,1.21,4.42
Australian Open,2024-01-24,Medvedev D.,Hurkacz H.,1.39,3.0
Australian Open,2024-01-24,Zverev A.,Alcaraz C.,4.26,1.23
Australian Open,2024-01-26,Sinner J.,Djokovic N.,2.6,1.5
Australian Open,2024-01-26,Medvedev D.,Zverev A.,1.71,2.16
Australian Open,2024-01-28,Sinner J.,Medvedev D.,1.35,3.29
Open Sud de France,2024-01-29,Mmoh M.,Bonzi B.,2.19,1.66
Open Sud de France,2024-01-29,Paire B.,Murray A.,3.46,1.3
Open Sud de France,2024-01-29,Martinez P.,Munar J.,1.88,1.9
Open Sud de France,2024-01-30,Muller A.,Escoffier A.,1.45,2.71
Open Sud de France,2024-01-30,Barrere G.,Blanchet U.,1.55,2.42
Open Sud de France,2024-01-30,Mayot H.,Pouille L.,1.89,1.9
Open Sud de France,2024-01-30,Shapovalov D.,Gaston H.,1.78,2.01
Open Sud de France,2024-01-30,Cazaux A.,Marterer M.,1.38,2.99
Open Sud de France,2024-01-30,Llamas Ruiz P.,Gasquet R.,2.51,1.52
Open Sud de France,2024-01-31,Shevchenko A.,Svrcina D.,1.36,3.08
Open Sud de France,2024-01-31,Lestienne C.,Zapata Miralles B.,1.25,3.81
Open Sud de France,2024-01-31,Cobolli F.,Monfils G.,3.29,1.32
Open Sud de France,2024-01-31,Mmoh M.,Muller A.,2.04,1.76
Open Sud de France,2024-01-31,Mayot H.,Paire B.,1.52,2.49
Open Sud de France,2024-01-31,Bublik A.,Shapovalov D.,1.76,2.04
Open Sud de France,2024-02-01,Shevchenko A.,Barrere G.,1.83,1.95
Open Sud de France,2024-02-01,Coric B.,Martinez P.,1.37,3.02
Open Sud de France,2024-02-01,Cobolli F.,Lestienne C.,1.56,2.4
Open Sud de France,2024-02-01,Auger-Aliassime F.,Cazaux A.,2.01,1.79
Open Sud de France,2024-02-01,Rune H.,Llamas Ruiz P.,1.13,5.79
Open Sud de France,2024-02-02,Bublik A.,Shevchenko A.,1.48,2.61
Open Sud de France,2024-02-02,Auger-Aliassime F.,Mayot H.,1.25,3.84
Open Sud de France,2024-02-02,Rune H.,Mmoh M.,1.2,4.38
Open Sud de France,2024-02-02,Coric B.,Cobolli F.,1.46,2.66
Open Sud de France,2024-02-03,Bublik A.,Auger-Aliassime F.,2.59,1.49
Open Sud de France,2024-02-03,Coric B.,Rune H.,2.71,1.45
Open Sud de France,2024-02-04,Bublik A.,Coric B.,1.98,1.81
Cordoba Open,2024-02-05,Munar J.,Galan D.E.,1.69,2.14
Cordoba Open,2024-02-05,Bagnis F.,Cerundolo J.M.,1.71,2.11
Cordoba Open,2024-02-05,Dellien H.,Seyboth Wild T.,2.61,1.48
Cordoba Open,2024-02-05,Ramos-Vinolas A.,Cachin P.,2.11,1.71
Cordoba Open,2024-02-06,Diaz Acosta F.,Gomez F.,1.27,3.66
Cordoba Open,2024-02-06,Coria F.,Altmaier D.,2.54,1.5
Cordoba Open,2024-02-06,Darderi L.,Barrios M.,1.42,2.81
Cordoba Open,2024-02-06,Carballes Baena R.,Navone M.,1.83,1.96
Cordoba Open,2024-02-06,Zapata Miralles B.,Garin C.,2.14,1.69
Cordoba Open,2024-02-06,Burruchaga R.,Schwartzman D.,1.93,1.85
Cordoba Open,2024-02-06,Hanfmann Y.,Varillas J.P.,1.48,2.62
Cordoba Open,2024-02-07,Tirante T.A.,Comesana F.,2.02,1.77
Cordoba Open,2024-02-07,Coria F.,Ramos-Vinolas A.,1.73,2.09
Cordoba Open,2024-02-07,Bagnis F.,Carballes Baena R.,2.14,1.69
Cordoba Open,2024-02-07,Munar J.,Cerundolo F.,2.21,1.65
Cordoba Open,2024-02-08,Etcheverry T.,Zapata Miralles B.,1.3,3.46
Cordoba Open,2024-02-08,Darderi L.,Ofner S.,2.01,1.78
Cordoba Open,2024-02-09,Hanfmann Y.,Burruchaga R.,1.5,2.55
Cordoba Open,2024-02-09,Baez S.,Dellien H.,1.18,4.73
Cordoba Open,2024-02-09,Diaz Acosta F.,Tirante T.A.,1.6,2.29
Cordoba Open,2024-02-09,Coria F.,Etcheverry T.,2.93,1.39
Cordoba Open,2024-02-09,Bagnis F.,Munar J.,2.4,1.55
Cordoba Open,2024-02-09,Darderi L.,Hanfmann Y.,1.79,2.01
Cordoba Open,2024-02-09,Baez S.,Diaz Acosta F.,1.32,3.32
Cordoba Open,2024-02-10,Bagnis F.,Coria F.,2.25,1.63
Cordoba Open,2024-02-10,Darderi L.,Baez S.,2.77,1.44
Cordoba Open,2024-02-11,Darderi L.,Bagnis F.,1.56,2.39
Dallas Open,2024-02-05,Daniel T.,Lestienne C.,1.56,2.38
Dallas Open,2024-02-06,Purcell M.,Krueger M.,1.39,2.93
Dallas Open,2024-02-06,Michelsen A.,Sandgren T.,1.41,2.83
Dallas Open,2024-02-06,Duckworth J.,Svajda Z.,1.78,2.01
Dallas Open,2024-02-06,Giron M.,Moreno De Alboran N.,1.3,3.42
Dallas Open,2024-02-06,Eubanks C.,Johnson S.,1.49,2.57
Dallas Open,2024-02-06,Mmoh M.,Nava E.,1.66,2.18
Dallas Open,2024-02-06,Nishioka Y.,Atmane T.,1.8,1.95
Dallas Open,2024-02-07,Thompson J.,Neff A.,1.02,14.34
Dallas Open,2024-02-07,Koepfer D.,Kovacevic A.,1.35,3.09
Dallas Open,2024-02-07,Kudla D.,Albot R.,1.72,2.09
Dallas Open,2024-02-07,Hijikata R.,Quinn E.,1.63,2.24
Dallas Open,2024-02-07,Giron M.,Purcell M.,1.52,2.49
Dallas Open,2024-02-07,Duckworth J.,Eubanks C.,2.32,1.59
Dallas Open,2024-02-08,Shelton B.,Mmoh M.,1.31,3.34
Dallas Open,2024-02-08,Paul T.,Daniel T.,1.26,3.77
Dallas Open,2024-02-08,Koepfer D.,Hijikata R.,1.44,2.74
Dallas Open,2024-02-08,Thompson J.,Kudla D.,1.28,3.59
Dallas Open,2024-02-09,Tiafoe F.,Michelsen A.,1.54,2.43
Dallas Open,2024-02-09,Mannarino A.,Nishioka Y.,1.49,2.56
Dallas Open,2024-02-09,Paul T.,Koepfer D.,1.37,3.03
Dallas Open,2024-02-09,Shelton B.,Thompson J.,1.43,2.78
Dallas Open,2024-02-10,Giron M.,Tiafoe F.,2.21,1.65
Dallas Open,2024-02-10,Mannarino A.,Duckworth J.,1.45,2.69
Dallas Open,2024-02-10,Paul T.,Shelton B.,1.97,1.82
Dallas Open,2024-02-10,Giron M.,Mannarino A.,1.88,1.9
Dallas Open,2024-02-11,Paul T.,Giron M.,1.52,2.48
Open 13,2024-02-05,Musetti L.,Marterer M.,1.54,2.42
Open 13,2024-02-05,Bautista Agut R.,Gasquet R.,1.49,2.57
Open 13,2024-02-05,Shevchenko A.,Bonzi B.,1.77,2.02
Open 13,2024-02-06,Davidovich Fokina A.,Barrere G.,1.54,2.42
Open 13,2024-02-06,Zhang Zh.,Zeppieri G.,,
Open 13,2024-02-06,Machac T.,Murray A.,1.46,2.67
Open 13,2024-02-06,Rinderknech A.,Cressy M.,1.9,1.88
Open 13,2024-02-06,Gaston H.,Shapovalov D.,2.71,1.45
Open 13,2024-02-06,Korda S.,Grenier H.,1.2,4.47
Open 13,2024-02-06,Lehecka J.,Goffin D.,1.51,2.52
Open 13,2024-02-07,Ruusuvuori E.,Van Assche L.,1.37,3.03
Open 13,2024-02-07,Auger-Aliassime F.,Halys Q.,1.24,3.94
Open 13,2024-02-07,Machac T.,Musetti L.,1.6,2.29
Open 13,2024-02-07,Khachanov K.,Bautista Agut R.,1.46,2.68
Open 13,2024-02-07,Humbert U.,Gaston H.,1.22,4.14
Open 13,2024-02-08,Davidovich Fokina A.,Ruusuvuori E.,2.48,1.52
Open 13,2024-02-08,Zhang Zh.,Auger-Aliassime F.,3.89,1.25
Open 13,2024-02-08,Dimitrov G.,Korda S.,1.45,2.71
Open 13,2024-02-08,Hurkacz H.,Shevchenko A.,1.27,3.7
Open 13,2024-02-08,Rinderknech A.,Lehecka J.,2.7,1.45
Open 13,2024-02-09,Humbert U.,Davidovich Fokina A.,1.57,2.36
Open 13,2024-02-09,Hurkacz H.,Machac T.,1.36,3.07
Open 13,2024-02-09,Khachanov K.,Zhang Zh.,1.35,3.12
Open 13,2024-02-09,Dimitrov G.,Rinderknech A.,1.19,4.54
Open 13,2024-02-10,Humbert U.,Hurkacz H.,2.61,1.48
Open 13,2024-02-10,Dimitrov G.,Khachanov K.,1.49,2.6
Open 13,2024-02-11,Humbert U.,Dimitrov G.,2.35,1.58
Argentina Open,2024-02-12,Diaz Acosta F.,Altmaier D.,2.17,1.68
Argentina Open,2024-02-12,Djere L.,Cilic M.,1.44,2.75
Argentina Open,2024-02-12,Wawrinka S.,Cachin P.,1.66,2.21
Argentina Open,2024-02-13,Etcheverry T.,Carballes Baena R.,1.34,3.18
Argentina Open,2024-02-13,Tabilo A.,Hanfmann Y.,1.98,1.81
Argentina Open,2024-02-13,Coria F.,Ofner S.,1.78,2.01
Argentina Open,2024-02-13,Vavassori A.,Seyboth Wild T.,1.86,1.92
Argentina Open,2024-02-13,Ugo Carabelli C.,Varillas J.P.,1.64,2.24
Argentina Open,2024-02-13,Galan D.E.,Schwartzman D.,1.91,1.87
Argentina Open,2024-02-13,Darderi L.,Navone M.,1.8,2.0
Argentina Open,2024-02-13,Lajovic D.,Fils A.,2.69,1.45
Argentina Open,2024-02-14,Baez S.,Zapata Miralles B.,1.23,4.03
Argentina Open,2024-02-14,Etcheverry T.,Galan D.E.,1.31,3.38
Argentina Open,2024-02-14,Lajovic D.,Tabilo A.,2.16,1.68
Argentina Open,2024-02-14,Diaz Acosta F.,Cerundolo F.,2.27,1.62
Argentina Open,2024-02-14,Jarry N.,Wawrinka S.,1.55,2.41
Argentina Open,2024-02-15,Vavassori A.,Djere L.,2.23,1.64
Argentina Open,2024-02-15,Coria F.,Norrie C.,2.66,1.47
Argentina Open,2024-02-15,Alcaraz C.,Ugo Carabelli C.,1.07,8.21
Argentina Open,2024-02-15,Baez S.,Darderi L.,1.57,2.36
Argentina Open,2024-02-16,Diaz Acosta F.,Lajovic D.,1.99,1.79
Argentina Open,2024-02-16,Coria F.,Baez S.,3.43,1.3
