Tournament,Date,Winner,Loser,AvgW,AvgL
Brisbane International,2017-01-01,Thompson J.,Ymer E.,1.29,3.5
Brisbane International,2017-01-02,Mahut N.,Robert S.,1.54,2.43
Brisbane International,2017-01-02,Ferrer D.,Tomic B.,2.01,1.77
Brisbane International,2017-01-02,Edmund K.,Escobedo E.,1.37,3.01
Brisbane International,2017-01-02,Dimitrov G.,Johnson S.,1.41,2.85
Brisbane International,2017-01-03,Donaldson J.,Muller G.,2.64,1.47
Brisbane International,2017-01-03,Groth S.,Herbert P.H.,2.27,1.61
Brisbane International,2017-01-03,Pouille L.,Simon G.,1.83,1.94
Brisbane International,2017-01-03,Troicki V.,Nishioka Y.,1.49,2.57
Brisbane International,2017-01-03,Schwartzman D.,Querrey S.,2.18,1.66
Brisbane International,2017-01-03,Zverev M.,De Minaur A.,1.45,2.7
Brisbane International,2017-01-03,Nadal R.,Dolgopolov O.,1.14,5.34
Brisbane International,2017-01-04,Nishikori K.,Donaldson J.,1.11,6.37
Brisbane International,2017-01-04,Thompson J.,Ferrer D.,4.46,1.2
Brisbane International,2017-01-04,Edmund K.,Pouille L.,2.51,1.51
Brisbane International,2017-01-04,Wawrinka S.,Troicki V.,1.31,3.39
Brisbane International,2017-01-05,Dimitrov G.,Mahut N.,1.2,4.39
Brisbane International,2017-01-05,Thiem D.,Groth S.,1.2,4.4
Brisbane International,2017-01-05,Raonic M.,Schwartzman D.,1.13,5.66
Brisbane International,2017-01-05,Nadal R.,Zverev M.,1.11,6.16
Brisbane International,2017-01-06,Wawrinka S.,Edmund K.,1.3,3.48
Brisbane International,2017-01-06,Nishikori K.,Thompson J.,1.15,5.52
Brisbane International,2017-01-06,Dimitrov G.,Thiem D.,1.68,2.16
Brisbane International,2017-01-06,Raonic M.,Nadal R.,2.4,1.56
Brisbane International,2017-01-07,Nishikori K.,Wawrinka S.,1.61,2.3
Brisbane International,2017-01-07,Dimitrov G.,Raonic M.,2.7,1.45
Brisbane International,2017-01-08,Dimitrov G.,Nishikori K.,2.65,1.48
Chennai Open,2017-01-02,Darcis S.,Mektic N.,1.23,4.06
Chennai Open,2017-01-02,Sela D.,Dzumhur D.,2.02,1.77
Chennai Open,2017-01-02,Medvedev D.,Monteiro T.,1.21,4.3
Chennai Open,2017-01-02,Kovalik J.,Elias G.,1.5,2.55
Chennai Open,2017-01-02,Chung H.,Coric B.,1.74,2.06
Chennai Open,2017-01-03,Olivo R.,Ruud C.,1.85,1.92
Chennai Open,2017-01-03,Bedene A.,Garcia-Lopez G.,1.69,2.13
Chennai Open,2017-01-03,Lu Y.H.,Albot R.,1.26,3.68
Chennai Open,2017-01-03,Paire B.,Kravchuk K.,1.5,2.54
Chennai Open,2017-01-03,Bhambri Y.,Ramanathan R.,1.44,2.75
Chennai Open,2017-01-03,Dutra Silva R.,Lajovic D.,2.97,1.38
Chennai Open,2017-01-03,Youzhny M.,Myneni S.,1.4,2.87
Chennai Open,2017-01-04,Medvedev D.,Lu Y.H.,2.37,1.57
Chennai Open,2017-01-04,Ramos-Vinolas A.,Darcis S.,1.82,1.95
Chennai Open,2017-01-04,Kovalik J.,Cilic M.,6.9,1.09
Chennai Open,2017-01-04,Sela D.,Chung H.,2.72,1.44
Chennai Open,2017-01-05,Youzhny M.,Olivo R.,1.32,3.36
Chennai Open,2017-01-05,Bautista Agut R.,Dutra Silva R.,1.12,6.17
Chennai Open,2017-01-05,Paire B.,Bhambri Y.,1.48,2.6
Chennai Open,2017-01-05,Bedene A.,Klizan M.,1.58,2.34
Chennai Open,2017-01-06,Medvedev D.,Kovalik J.,1.41,2.86
Chennai Open,2017-01-06,Sela D.,Ramos-Vinolas A.,2.63,1.47
Chennai Open,2017-01-06,Paire B.,Bedene A.,1.66,2.19
Chennai Open,2017-01-06,Bautista Agut R.,Youzhny M.,1.24,3.94
Chennai Open,2017-01-07,Medvedev D.,Sela D.,1.64,2.23
Chennai Open,2017-01-07,Bautista Agut R.,Paire B.,1.45,2.71
Chennai Open,2017-01-08,Bautista Agut R.,Medvedev D.,1.29,3.62
Qatar Exxon Mobil Open,2017-01-02,Brown D.,Bagnis F.,1.36,3.1
Qatar Exxon Mobil Open,2017-01-02,Vesely J.,Yuksel A.,1.07,8.57
Qatar Exxon Mobil Open,2017-01-02,Almagro N.,Lorenzi P.,1.68,2.14
Qatar Exxon Mobil Open,2017-01-02,Djokovic N.,Struff J.L.,1.03,12.47
Qatar Exxon Mobil Open,2017-01-02,Zeballos H.,Mayer F.,2.47,1.53
Qatar Exxon Mobil Open,2017-01-02,Goffin D.,Haase R.,1.15,5.32
Qatar Exxon Mobil Open,2017-01-02,Stepanek R.,Baghdatis M.,2.18,1.65
Qatar Exxon Mobil Open,2017-01-02,De Greef A.,Safwat M.,2.35,1.56
Qatar Exxon Mobil Open,2017-01-02,Verdasco F.,Pospisil V.,1.8,1.98
Qatar Exxon Mobil Open,2017-01-03,Khachanov K.,Zayid M.S.,1.01,20.94
Qatar Exxon Mobil Open,2017-01-03,Kohlschreiber P.,Jaziri M.,1.39,2.9
Qatar Exxon Mobil Open,2017-01-03,Melzer G.,Mathieu P.H.,2.15,1.68
Qatar Exxon Mobil Open,2017-01-03,Tsonga J.W.,Kuznetsov An.,1.29,3.5
Qatar Exxon Mobil Open,2017-01-03,Karlovic I.,Marchenko I.,1.41,2.82
Qatar Exxon Mobil Open,2017-01-03,Murray A.,Chardy J.,1.04,11.77
Qatar Exxon Mobil Open,2017-01-03,Berdych T.,Giannessi A.,1.07,8.1
Qatar Exxon Mobil Open,2017-01-04,Almagro N.,Kohlschreiber P.,2.43,1.54
Qatar Exxon Mobil Open,2017-01-04,Verdasco F.,Goffin D.,3.25,1.33
Qatar Exxon Mobil Open,2017-01-04,Stepanek R.,De Greef A.,1.24,3.99
Qatar Exxon Mobil Open,2017-01-04,Berdych T.,Vesely J.,1.3,3.44
Qatar Exxon Mobil Open,2017-01-04,Djokovic N.,Zeballos H.,1.02,16.32
