Tournament,Date,Winner,Loser,AvgW,AvgL
Chennai Open,01/01/2007,Kim K.,Greul S.,1.97,1.82
Chennai Open,01/01/2007,Benneteau J.,Gabashvili T.,1.73,2.23
Chennai Open,01/01/2007,Karlovic I.,Amritraj P.,1.25,3.86
Chennai Open,01/01/2007,Malisse X.,Udomchoke D.,1.36,3.11
Chennai Open,02/01/2007,Santoro F.,Skoch D.,1.24,4.15
Chennai Open,02/01/2007,Phau B.,Patience O.,1.57,2.38
Chennai Open,02/01/2007,Moya C.,Waske A.,1.31,3.54
Chennai Open,02/01/2007,Nadal R.,Schuettler R.,1.08,9.2
Chennai Open,02/01/2007,Koubek S.,Salva B.,1.29,3.74
Chennai Open,02/01/2007,Sanguinetti D.,Economidis K.,1.81,2.0
Chennai Open,02/01/2007,Rastogi K.,Alves T.,4.15,1.25
Chennai Open,02/01/2007,Andreev I.,Giraldo S.,1.3,3.7
Chennai Open,02/01/2007,Pless K.,Nalbandian D.,6.69,1.11
Chennai Open,02/01/2007,Srichaphan P.,Bolelli S.,1.31,3.54
Chennai Open,03/01/2007,Malisse X.,Galvani S.,1.18,4.71
Chennai Open,03/01/2007,Moya C.,Kim K.,1.29,3.59
Chennai Open,03/01/2007,Karlovic I.,Pless K.,1.72,2.1
Chennai Open,04/01/2007,Koubek S.,Srichaphan P.,3.24,1.35
Chennai Open,04/01/2007,Santoro F.,Phau B.,1.81,1.99
Chennai Open,04/01/2007,Nadal R.,Rastogi K.,1.01,20.8
Chennai Open,04/01/2007,Sanguinetti D.,Mahut N.,2.09,1.73
Chennai Open,04/01/2007,Benneteau J.,Andreev I.,2.09,1.73
Chennai Open,05/01/2007,Malisse X.,Santoro F.,1.35,3.19
Chennai Open,05/01/2007,Nadal R.,Sanguinetti D.,1.03,12.96
Chennai Open,05/01/2007,Moya C.,Karlovic I.,1.53,2.5
Chennai Open,05/01/2007,Koubek S.,Benneteau J.,2.21,1.65
Chennai Open,06/01/2007,Malisse X.,Nadal R.,5.3,1.15
Chennai Open,06/01/2007,Koubek S.,Moya C.,2.42,1.56
Chennai Open,07/01/2007,Malisse X.,Koubek S.,1.45,2.72
Qatar Exxon Mobil Open,01/01/2007,Baghdatis M.,Kohlschreiber P.,1.3,3.44
Qatar Exxon Mobil Open,01/01/2007,Rochus C.,Martin A.,1.84,1.95
Qatar Exxon Mobil Open,01/01/2007,Soderling R.,Vliegen K.,1.6,2.3
Qatar Exxon Mobil Open,01/01/2007,Youzhny M.,Bracciali D.,1.35,3.15
Qatar Exxon Mobil Open,01/01/2007,Ramirez-Hidalgo R.,Khalfan S.,1.09,10.0
Qatar Exxon Mobil Open,01/01/2007,Murray A.,Volandri F.,1.16,5.22
Qatar Exxon Mobil Open,01/01/2007,Monfils G.,Seppi A.,1.41,2.88
Qatar Exxon Mobil Open,01/01/2007,Garcia-Lopez G.,Starace P.,1.67,2.19
Qatar Exxon Mobil Open,02/01/2007,Ljubicic I.,Gremelmayr D.,1.1,6.8
Qatar Exxon Mobil Open,02/01/2007,Mirnyi M.,Wawrinka S.,2.58,1.49
Qatar Exxon Mobil Open,02/01/2007,Luzzi F.,Melzer J.,2.77,1.45
Qatar Exxon Mobil Open,02/01/2007,Chiudinelli M.,Cakl T.,1.51,2.58
Qatar Exxon Mobil Open,02/01/2007,Bjorkman J.,Almagro N.,2.78,1.43
Qatar Exxon Mobil Open,02/01/2007,Rochus O.,Grosjean S.,2.01,1.79
Qatar Exxon Mobil Open,02/01/2007,El Aynaoui Y.,Johansson T.,3.14,1.35
Qatar Exxon Mobil Open,02/01/2007,Davydenko N.,Lee H.T.,1.17,4.88
Qatar Exxon Mobil Open,03/01/2007,Murray A.,Rochus C.,1.15,5.41
Qatar Exxon Mobil Open,03/01/2007,Mirnyi M.,Chiudinelli M.,1.55,2.45
Qatar Exxon Mobil Open,03/01/2007,Soderling R.,Garcia-Lopez G.,1.19,4.79
Qatar Exxon Mobil Open,03/01/2007,Rochus O.,Luzzi F.,1.16,5.56
Qatar Exxon Mobil Open,03/01/2007,Youzhny M.,Monfils G.,1.69,2.15
Qatar Exxon Mobil Open,03/01/2007,Baghdatis M.,Ramirez-Hidalgo R.,1.17,5.06
Qatar Exxon Mobil Open,03/01/2007,Ljubicic I.,El Aynaoui Y.,1.08,7.9
Qatar Exxon Mobil Open,03/01/2007,Davydenko N.,Bjorkman J.,1.07,8.3
Qatar Exxon Mobil Open,04/01/2007,Ljubicic I.,Youzhny M.,1.34,3.28
Qatar Exxon Mobil Open,04/01/2007,Soderling R.,Baghdatis M.,2.16,1.69
Qatar Exxon Mobil Open,04/01/2007,Murray A.,Mirnyi M.,1.31,3.46
Qatar Exxon Mobil Open,04/01/2007,Davydenko N.,Rochus O.,1.27,3.75
Qatar Exxon Mobil Open,05/01/2007,Ljubicic I.,Soderling R.,1.61,2.3
Qatar Exxon Mobil Open,05/01/2007,Murray A.,Davydenko N.,2.83,1.42
Qatar Exxon Mobil Open,06/01/2007,Ljubicic I.,Murray A.,2.05,1.76
Heineken Open,07/01/2007,Vliegen K.,Tipsarevic J.,1.35,3.17
Heineken Open,08/01/2007,Ferrer D.,Gaudio G.,1.4,2.93
Heineken Open,08/01/2007,Rochus O.,Nieminen J.,1.88,1.9
Heineken Open,08/01/2007,Bracciali D.,Simon G.,2.1,1.73
Heineken Open,08/01/2007,Kohlschreiber P.,Horna L.,1.47,2.66
Heineken Open,08/01/2007,Serra F.,Lapentti N.,1.67,2.19
Heineken Open,08/01/2007,Martin A.,Monfils G.,4.1,1.23
Heineken Open,08/01/2007,Robredo T.,Ramirez-Hidalgo R.,1.15,5.48
Heineken Open,09/01/2007,Massu N.,Ferrero J.C.,2.59,1.5
Heineken Open,09/01/2007,Chela J.I.,Mahut N.,1.47,2.65
Heineken Open,10/01/2007,Almagro N.,Wawrinka S.,3.0,1.38
Heineken Open,10/01/2007,Monaco J.,King-Turner D.,1.18,4.87
Heineken Open,10/01/2007,Hrbaty D.,Jun W.,1.15,5.43
Heineken Open,10/01/2007,Ancic M.,Rosol L.,1.04,11.7
Heineken Open,10/01/2007,Calleri A.,Del Potro J.M.,2.07,1.75
Heineken Open,10/01/2007,Fish M.,Kendrick R.,1.4,2.9
Heineken Open,10/01/2007,Kohlschreiber P.,Hrbaty D.,2.22,1.65
Heineken Open,10/01/2007,Calleri A.,Serra F.,1.57,2.4
Heineken Open,10/01/2007,Robredo T.,Martin A.,1.19,4.66
Heineken Open,10/01/2007,Monaco J.,Rochus O.,4.57,1.2
Heineken Open,10/01/2007,Vliegen K.,Almagro N.,1.48,2.64
Heineken Open,11/01/2007,Ferrer D.,Bracciali D.,1.2,5.09
Heineken Open,11/01/2007,Chela J.I.,Massu N.,1.79,2.01
Heineken Open,11/01/2007,Fish M.,Ancic M.,2.58,1.5
Heineken Open,11/01/2007,Robredo T.,Kohlschreiber P.,1.45,2.97
Heineken Open,11/01/2007,Ferrer D.,Vliegen K.,1.41,2.96
Heineken Open,11/01/2007,Calleri A.,Monaco J.,1.32,3.55
Heineken Open,11/01/2007,Fish M.,Chela J.I.,1.36,3.0
Heineken Open,12/01/2007,Robredo T.,Calleri A.,1.6,2.32
Heineken Open,12/01/2007,Ferrer D.,Fish M.,1.63,2.26
Heineken Open,13/01/2007,Ferrer D.,Robredo T.,2.22,1.65
Sydney International,08/01/2007,Berdych T.,Smeets R.,1.09,6.82
Sydney International,08/01/2007,Verdasco F.,Grosjean S.,2.37,1.59
Sydney International,08/01/2007,Hernych J.,Seppi A.,1.62,2.3
Sydney International,08/01/2007,Baghdatis M.,Gulbis E.,1.25,3.79
Sydney International,08/01/2007,Ginepri R.,Mayer F.,1.45,2.74
Sydney International,08/01/2007,Becker B.,Volandri F.,1.55,2.46
Sydney International,08/01/2007,Korolev E.,Lee H.T.,,
Sydney International,09/01/2007,Blake J.,Kim K.,1.15,5.56
Sydney International,09/01/2007,Minar I.,Srichaphan P.,2.35,1.59
Sydney International,09/01/2007,Gasquet R.,Benneteau J.,1.28,3.64
Sydney International,09/01/2007,Moya C.,Bourgeois L.,1.1,7.36
Sydney International,09/01/2007,Melzer J.,Santoro F.,2.1,1.72
Sydney International,09/01/2007,Guccione C.,Nadal R.,4.33,1.21
Sydney International,09/01/2007,Mathieu P.H.,Clement A.,2.07,1.75
Sydney International,09/01/2007,Healey N.,Koubek S.,2.04,1.83
Sydney International,09/01/2007,Davydenko N.,Spadea V.,1.25,4.05
Sydney International,10/01/2007,Baghdatis M.,Hernych J.,1.3,3.57
Sydney International,10/01/2007,Korolev E.,Ginepri R.,2.85,1.42
Sydney International,10/01/2007,Gasquet R.,Becker B.,1.25,4.02
Sydney International,10/01/2007,Blake J.,Healey N.,1.08,7.96
Sydney International,10/01/2007,Moya C.,Verdasco F.,2.21,1.66
Sydney International,10/01/2007,Mathieu P.H.,Davydenko N.,2.59,1.5
Sydney International,10/01/2007,Berdych T.,Minar I.,1.17,5.12
Sydney International,10/01/2007,Melzer J.,Guccione C.,2.19,1.66
Sydney International,11/01/2007,Blake J.,Korolev E.,1.17,5.07
Sydney International,11/01/2007,Melzer J.,Berdych T.,3.43,1.31
Sydney International,11/01/2007,Moya C.,Baghdatis M.,2.72,1.45
Sydney International,11/01/2007,Gasquet R.,Mathieu P.H.,1.31,3.48
Sydney International,12/01/2007,Blake J.,Melzer J.,1.22,4.23
Sydney International,12/01/2007,Moya C.,Gasquet R.,3.22,1.35
Sydney International,13/01/2007,Blake J.,Moya C.,1.26,3.9
Australian Open,15/01/2007,Roddick A.,Tsonga J.W.,1.02,19.3
Australian Open,15/01/2007,Arthurs W.,Koubek S.,3.36,1.33
Australian Open,15/01/2007,Gasquet R.,Volandri F.,1.06,9.34
Australian Open,15/01/2007,Ancic M.,Soeda G.,1.05,10.24
Australian Open,15/01/2007,Fleishman Z.,Calleri A.,4.01,1.25
Australian Open,15/01/2007,Ferrero J.C.,Hajek J.,1.12,6.41
Australian Open,15/01/2007,Delic A.,Simon G.,2.12,1.71
Australian Open,15/01/2007,Gicquel M.,Jones A.,1.32,3.42
Australian Open,15/01/2007,Udomchoke D.,Vassallo-Arguello M.,1.28,3.65
Australian Open,15/01/2007,Garcia-Lopez G.,Johansson J.,3.58,1.29
Australian Open,15/01/2007,Hrbaty D.,Vanek J.,1.2,4.5
Australian Open,15/01/2007,Federer R.,Phau B.,1.01,29.5
Australian Open,15/01/2007,Spadea V.,Andreev I.,1.84,1.94
Australian Open,15/01/2007,Monfils G.,Bracciali D.,1.33,3.31
Australian Open,15/01/2007,Lu Y.H.,Greul S.,2.07,1.75
Australian Open,15/01/2007,Youzhny M.,Hernych J.,1.29,3.64
Australian Open,15/01/2007,Baghdatis M.,Schuettler R.,1.09,7.57
Australian Open,15/01/2007,Sela D.,Srichaphan P.,2.13,1.7
Australian Open,15/01/2007,Mahut N.,Monaco J.,2.16,1.69
Australian Open,15/01/2007,Melzer J.,Karlovic I.,1.84,1.95
Australian Open,15/01/2007,Querrey S.,Acasuso J.,2.77,1.44
Australian Open,15/01/2007,Bjorkman J.,Patience O.,1.42,2.83
Australian Open,15/01/2007,Robredo T.,Ramirez-Hidalgo R.,1.06,9.46
Australian Open,15/01/2007,Fish M.,Ljubicic I.,4.01,1.24
Australian Open,15/01/2007,Johansson T.,Chiudinelli M.,1.65,2.22
Australian Open,15/01/2007,Ferrer D.,Pless K.,1.12,6.31
Australian Open,15/01/2007,Lopez F.,Wilson B.,1.3,3.56
Australian Open,15/01/2007,Stepanek R.,Llodra M.,1.15,5.58
Australian Open,15/01/2007,Serra F.,Devilder N.,1.28,3.72
Australian Open,15/01/2007,Dlouhy L.,Gabashvili T.,2.23,1.65
Australian Open,15/01/2007,Djokovic N.,Massu N.,1.26,3.84
Australian Open,15/01/2007,Safin M.,Becker B.,1.18,4.77
Australian Open,16/01/2007,Zverev M.,Berrer M.,1.98,1.81
Australian Open,16/01/2007,Lapentti N.,Mackin A.,1.63,2.26
Australian Open,16/01/2007,Grosjean S.,Rochus C.,1.11,6.65
Australian Open,16/01/2007,Berdych T.,Lee H.T.,1.21,4.44
Australian Open,16/01/2007,Smeets R.,Lacko L.,2.13,1.7
Australian Open,16/01/2007,Nalbandian D.,Tipsarevic J.,1.21,4.44
Australian Open,16/01/2007,Ginepri R.,Almagro N.,1.5,2.57
Australian Open,16/01/2007,Chela J.I.,Starace P.,1.15,5.49
Australian Open,16/01/2007,Wawrinka S.,Kim K.,1.32,3.44
Australian Open,16/01/2007,Capdeville P.,Benneteau J.,2.94,1.41
Australian Open,16/01/2007,Kohlschreiber P.,Vliegen K.,2.29,1.63
Australian Open,16/01/2007,Nadal R.,Kendrick R.,1.1,6.97
Australian Open,16/01/2007,Nieminen J.,Goldstein P.,1.37,3.11
Australian Open,16/01/2007,Muller G.,Gaudio G.,2.77,1.44
Australian Open,16/01/2007,Davydenko N.,Roitman S.,1.09,7.58
Australian Open,16/01/2007,Rochus O.,Guccione C.,1.56,2.43
Australian Open,16/01/2007,Kuznetsov A.,Luczak P.,2.86,1.41
Australian Open,16/01/2007,Seppi A.,Reynolds B.,1.88,1.91
Australian Open,16/01/2007,Haas T.,Montanes A.,1.04,11.1
Australian Open,16/01/2007,Mirnyi M.,Horna L.,1.4,2.93
Australian Open,16/01/2007,Tursunov D.,Waske A.,1.43,2.82
Australian Open,16/01/2007,Clement A.,Malisse X.,2.65,1.47
Australian Open,16/01/2007,Santoro F.,Kunitsyn I.,1.56,2.43
Australian Open,16/01/2007,Del Potro J.M.,di Mauro A.,1.13,6.12
Australian Open,16/01/2007,Gonzalez F.,Korolev E.,1.28,3.67
Australian Open,16/01/2007,Dancevic F.,Hanescu V.,1.37,3.13
Australian Open,16/01/2007,Verdasco F.,Mathieu P.H.,1.85,1.93
Australian Open,16/01/2007,Blake J.,Moya C.,1.2,4.59
Australian Open,16/01/2007,Bozoljac I.,Cilic M.,2.32,1.62
Australian Open,16/01/2007,Mayer F.,Soderling R.,6.39,1.12
Australian Open,16/01/2007,Murray A.,Martin A.,1.06,9.49
Australian Open,16/01/2007,Hewitt L.,Russell M.,1.23,6.4
Australian Open,17/01/2007,Udomchoke D.,Ferrero J.C.,3.1,1.37
Australian Open,17/01/2007,Djokovic N.,Lopez F.,1.15,5.38
Australian Open,17/01/2007,Fish M.,Mahut N.,1.23,4.19
Australian Open,17/01/2007,Arthurs W.,Fleishman Z.,2.09,1.74
Australian Open,17/01/2007,Stepanek R.,Dlouhy L.,1.12,6.37
Australian Open,17/01/2007,Ferrer D.,Johansson T.,1.3,3.55
Australian Open,17/01/2007,Federer R.,Bjorkman J.,1.01,32.5
Australian Open,17/01/2007,Youzhny M.,Lu Y.H.,1.15,5.55
Australian Open,17/01/2007,Hrbaty D.,Spadea V.,1.88,1.9
Australian Open,17/01/2007,Roddick A.,Gicquel M.,1.07,8.68
Australian Open,17/01/2007,Ancic M.,Garcia-Lopez G.,1.14,5.6
Australian Open,17/01/2007,Gasquet R.,Delic A.,1.1,7.09
Australian Open,17/01/2007,Querrey S.,Serra F.,1.95,1.83
Australian Open,17/01/2007,Safin M.,Sela D.,1.07,8.3
Australian Open,17/01/2007,Robredo T.,Melzer J.,1.37,3.08
Australian Open,17/01/2007,Monfils G.,Baghdatis M.,3.01,1.43
Australian Open,18/01/2007,Berdych T.,Smeets R.,1.05,10.8
Australian Open,18/01/2007,Chela J.I.,Nieminen J.,2.12,1.72
Australian Open,18/01/2007,Blake J.,Kuznetsov A.,1.04,12.25
Australian Open,18/01/2007,Ginepri R.,Zverev M.,1.27,3.79
Australian Open,18/01/2007,Tursunov D.,Mirnyi M.,1.53,2.5
Australian Open,18/01/2007,Grosjean S.,Rochus O.,2.06,1.75
Australian Open,18/01/2007,Santoro F.,Clement A.,2.18,1.68
Australian Open,18/01/2007,Murray A.,Verdasco F.,1.2,4.52
Australian Open,18/01/2007,Hewitt L.,Dancevic F.,1.17,5.03
Australian Open,18/01/2007,Gonzalez F.,Del Potro J.M.,1.38,3.04
Australian Open,18/01/2007,Nalbandian D.,Lapentti N.,1.26,3.89
Australian Open,18/01/2007,Wawrinka S.,Capdeville P.,1.3,3.53
Australian Open,18/01/2007,Mayer F.,Seppi A.,1.52,2.53
Australian Open,18/01/2007,Davydenko N.,Muller G.,1.1,7.05
Australian Open,18/01/2007,Haas T.,Bozoljac I.,1.19,4.59
Australian Open,18/01/2007,Nadal R.,Kohlschreiber P.,1.07,8.5
Australian Open,19/01/2007,Djokovic N.,Udomchoke D.,1.08,7.97
Australian Open,19/01/2007,Federer R.,Youzhny M.,1.02,15.55
Australian Open,19/01/2007,Fish M.,Arthurs W.,1.21,4.49
Australian Open,19/01/2007,Ferrer D.,Stepanek R.,1.58,2.38
Australian Open,19/01/2007,Gasquet R.,Monfils G.,1.36,3.19
Australian Open,19/01/2007,Robredo T.,Querrey S.,1.26,3.89
Australian Open,19/01/2007,Ancic M.,Hrbaty D.,1.34,7.28
Australian Open,19/01/2007,Roddick A.,Safin M.,1.48,2.73
Australian Open,20/01/2007,Nalbandian D.,Grosjean S.,1.39,3.02
Australian Open,20/01/2007,Nadal R.,Wawrinka S.,1.17,5.11
Australian Open,20/01/2007,Davydenko N.,Santoro F.,1.11,6.81
Australian Open,20/01/2007,Blake J.,Ginepri R.,1.17,4.94
Australian Open,20/01/2007,Murray A.,Chela J.I.,1.27,3.78
Australian Open,20/01/2007,Gonzalez F.,Hewitt L.,1.78,3.06
Australian Open,21/01/2007,Berdych T.,Tursunov D.,1.4,2.92
Australian Open,21/01/2007,Haas T.,Mayer F.,1.16,5.17
Australian Open,21/01/2007,Fish M.,Ferrer D.,2.61,1.49
Australian Open,21/01/2007,Roddick A.,Ancic M.,1.27,3.7
Australian Open,21/01/2007,Robredo T.,Gasquet R.,2.17,1.68
Australian Open,21/01/2007,Federer R.,Djokovic N.,1.04,12.0
Australian Open,22/01/2007,Haas T.,Nalbandian D.,1.75,2.06
Australian Open,22/01/2007,Gonzalez F.,Blake J.,2.48,1.84
Australian Open,22/01/2007,Davydenko N.,Berdych T.,1.48,3.32
Australian Open,22/01/2007,Nadal R.,Murray A.,1.34,3.32
Australian Open,23/01/2007,Roddick A.,Fish M.,1.14,6.9
Australian Open,23/01/2007,Federer R.,Robredo T.,1.02,17.1
Australian Open,24/01/2007,Haas T.,Davydenko N.,2.88,1.45
Australian Open,24/01/2007,Gonzalez F.,Nadal R.,2.46,1.83
Australian Open,25/01/2007,Federer R.,Roddick A.,1.16,5.37
Australian Open,26/01/2007,Gonzalez F.,Haas T.,1.43,2.82
Australian Open,28/01/2007,Federer R.,Gonzalez F.,1.13,6.23
International Championships,29/01/2007,Delic A.,Kohlschreiber P.,2.84,1.41
International Championships,29/01/2007,Mayer F.,Kunitsyn I.,1.56,2.39
International Championships,29/01/2007,Garcia-Lopez G.,Gabashvili T.,1.7,2.14
International Championships,30/01/2007,Spadea V.,Greul S.,1.34,3.22
International Championships,30/01/2007,Becker B.,Kim K.,1.43,2.78
International Championships,30/01/2007,Sanguinetti D.,Kohlschreiber P.,2.64,1.48
International Championships,30/01/2007,Pavel A.,Kunitsyn I.,1.8,1.98
International Championships,30/01/2007,Malisse X.,Falla A.,1.2,4.4
International Championships,30/01/2007,Gabashvili T.,Pless K.,,
International Championships,30/01/2007,Querrey S.,Lu Y.H.,1.43,2.74
International Championships,31/01/2007,Blake J.,Kendrick R.,1.07,8.61
International Championships,31/01/2007,Sweeting R.,Greul S.,2.0,1.8
International Championships,31/01/2007,Garcia-Lopez G.,Pless K.,1.61,2.28
International Championships,31/01/2007,Falla A.,Schuettler R.,1.76,2.05
International Championships,31/01/2007,Mayer F.,Pavel A.,1.64,2.22
International Championships,31/01/2007,Levine J.,Kim K.,2.79,1.43
International Championships,31/01/2007,Kendrick R.,Jenkins S.,1.54,2.51
International Championships,01/02/2007,Haas T.,Lu Y.H.,1.12,6.58
International Championships,01/02/2007,Becker B.,Levine J.,1.3,3.47
International Championships,01/02/2007,Spadea V.,Sweeting R.,1.42,2.85
International Championships,01/02/2007,Haas T.,Querrey S.,1.38,3.05
International Championships,01/02/2007,Sanguinetti D.,Delic A.,1.93,1.84
International Championships,01/02/2007,Schuettler R.,Malisse X.,4.99,1.18
International Championships,02/02/2007,Blake J.,Jenkins S.,1.03,15.0
International Championships,02/02/2007,Malisse X.,Garcia-Lopez G.,1.31,3.45
International Championships,02/02/2007,Spadea V.,Haas T.,3.88,1.26
International Championships,02/02/2007,Becker B.,Sanguinetti D.,1.41,2.89
International Championships,03/02/2007,Blake J.,Mayer F.,1.09,7.6
International Championships,03/02/2007,Malisse X.,Spadea V.,1.37,3.13
International Championships,04/02/2007,Blake J.,Becker B.,1.12,6.29
International Championships,04/02/2007,Malisse X.,Blake J.,3.3,1.33
Movistar Open,29/01/2007,Zabaleta M.,Guzman J.P.,1.42,2.8
Movistar Open,29/01/2007,Horna L.,di Mauro A.,1.36,3.09
Movistar Open,29/01/2007,Hernandez O.,Kuerten G.,1.49,2.61
Movistar Open,30/01/2007,Massu N.,Capdeville P.,1.24,4.0
Movistar Open,30/01/2007,Roitman S.,Guzman J.P.,1.62,2.29
Movistar Open,30/01/2007,Andreev I.,Ramirez-Hidalgo R.,1.82,1.96
Movistar Open,30/01/2007,Portas A.,Pashanski B.,1.99,1.8
Movistar Open,30/01/2007,Patience O.,Alves T.,1.77,2.03
Movistar Open,30/01/2007,Mello R.,di Mauro A.,1.71,2.12
Movistar Open,30/01/2007,Capdeville P.,Fraile G.,1.48,2.67
Movistar Open,31/01/2007,Berlocq C.,Gaudio G.,3.38,1.31
Movistar Open,31/01/2007,Montanes A.,Kuerten G.,1.42,2.86
Movistar Open,31/01/2007,Ramirez-Hidalgo R.,Hartfield D.,1.75,2.07
Movistar Open,31/01/2007,Vassallo-Arguello M.,Pashanski B.,1.44,2.77
Movistar Open,31/01/2007,Horna L.,Mello R.,1.36,3.11
Movistar Open,31/01/2007,Navarro-Pastor I.,Junqueira D.,,
Movistar Open,31/01/2007,Massu N.,Fraile G.,1.13,5.91
Movistar Open,31/01/2007,Roitman S.,Zabaleta M.,1.84,1.93
Movistar Open,01/02/2007,Gonzalez F.,Alves T.,1.04,11.59
Movistar Open,01/02/2007,Vassallo-Arguello M.,Portas A.,1.87,1.9
Movistar Open,01/02/2007,Montanes A.,Hernandez O.,1.87,1.91
Movistar Open,01/02/2007,Berlocq C.,Navarro-Pastor I.,1.59,2.34
Movistar Open,01/02/2007,Andreev I.,Hartfield D.,1.26,3.89
Movistar Open,02/02/2007,Gonzalez F.,Patience O.,1.05,10.69
Movistar Open,02/02/2007,Horna L.,Andreev I.,1.75,2.05
Movistar Open,02/02/2007,Massu N.,Roitman S.,1.32,3.36
Movistar Open,02/02/2007,Vassallo-Arguello M.,Berlocq C.,1.61,2.29
Movistar Open,03/02/2007,Montanes A.,Gonzalez F.,7.69,1.09
Movistar Open,03/02/2007,Horna L.,Vassallo-Arguello M.,1.42,2.84
Movistar Open,04/02/2007,Massu N.,Montanes A.,1.55,2.43
Movistar Open,05/02/2007,Horna L.,Massu N.,2.37,1.58
PBZ Zagreb Indoors,29/01/2007,Soderling R.,Simon G.,1.14,5.74
PBZ Zagreb Indoors,29/01/2007,Dlouhy L.,Phau B.,1.66,2.19
PBZ Zagreb Indoors,29/01/2007,Baghdatis M.,Serra F.,1.31,3.37
PBZ Zagreb Indoors,29/01/2007,Gicquel M.,Verdasco F.,1.9,1.86
PBZ Zagreb Indoors,30/01/2007,Dancevic F.,Waske A.,1.93,1.84
PBZ Zagreb Indoors,30/01/2007,Johansson T.,Tipsarevic J.,1.53,2.5
PBZ Zagreb Indoors,30/01/2007,Peya A.,Seppi A.,2.01,1.79
PBZ Zagreb Indoors,30/01/2007,Bracciali D.,Benneteau J.,2.23,1.64
PBZ Zagreb Indoors,30/01/2007,Cakl T.,Starace P.,1.68,2.16
PBZ Zagreb Indoors,30/01/2007,Karlovic I.,Vanek J.,1.28,3.57
PBZ Zagreb Indoors,30/01/2007,Youzhny M.,Mahut N.,1.27,3.72
PBZ Zagreb Indoors,30/01/2007,Santoro F.,Canas G.,2.44,1.54
PBZ Zagreb Indoors,31/01/2007,Koubek S.,Lopez F.,2.24,1.64
PBZ Zagreb Indoors,31/01/2007,Llodra M.,Vliegen K.,3.25,1.33
PBZ Zagreb Indoors,31/01/2007,Ljubicic I.,Karanusic R.,1.04,12.85
PBZ Zagreb Indoors,31/01/2007,Clement A.,Cilic M.,1.31,3.39
PBZ Zagreb Indoors,31/01/2007,Peya A.,Soderling R.,6.92,1.1
PBZ Zagreb Indoors,31/01/2007,Baghdatis M.,Dancevic F.,1.33,3.32
PBZ Zagreb Indoors,01/02/2007,Youzhny M.,Cakl T.,1.11,6.56
PBZ Zagreb Indoors,01/02/2007,Gicquel M.,Santoro F.,1.87,1.89
PBZ Zagreb Indoors,01/02/2007,Llodra M.,Karlovic I.,2.37,1.58
