Tournament,Date,Winner,Loser,AvgW,AvgL
Apai International,2012-01-10,Radwanska A.,Petkovic A.,1.55,2.39
Apai International,2012-01-10,Hantuchova D.,Schiavone F.,2.45,1.53
Apai International,2012-01-10,Kvitova P.,Dulgheru A.,1.08,7.64
Apai International,2012-01-10,Bartoli M.,Dokic J.,1.15,5.1
Apai International,2012-01-10,Azarenka V.,Jankovic J.,1.29,3.46
Apai International,2012-01-11,Li N.,Safarova L.,1.46,2.63
Apai International,2012-01-11,Azarenka V.,Bartoli M.,1.4,2.83
Apai International,2012-01-11,Kvitova P.,Hantuchova D.,1.3,3.44
Apai International,2012-01-11,Radwanska A.,Wozniacki C.,2.01,1.76
Apai International,2012-01-12,Li N.,Kvitova P.,3.01,1.37
Apai International,2012-01-12,Azarenka V.,Radwanska A.,1.42,2.77
Apai International,2012-01-13,Azarenka V.,Li N.,1.61,2.26
Australian Open,2012-01-16,Azarenka V.,Watson H.,1.02,13.29
Australian Open,2012-01-16,Daniilidou E.,Date Krumm K.,2.76,1.43
Australian Open,2012-01-16,Dellacqua C.,Jovanovski B.,2.67,1.45
Australian Open,2012-01-16,Ormaechea P.,Halep S.,2.71,1.44
Australian Open,2012-01-16,Tsurenko L.,Rus A.,1.97,1.79
Australian Open,2012-01-16,Hantuchova D.,Lepchenko V.,1.19,4.55
Australian Open,2012-01-16,Radwanska A.,Mattek-Sands B.,1.08,7.5
Australian Open,2012-01-16,Medina Garrigues A.,Birnerova E.,1.15,5.19
Australian Open,2012-01-16,Cetkovska P.,Morita A.,1.84,1.91
Australian Open,2012-01-16,Goerges J.,Hercog P.,1.54,2.4
Australian Open,2012-01-16,Bratchikova N.,Pennetta F.,6.11,1.11
Australian Open,2012-01-16,Li N.,Pervak K.,1.08,7.16
Australian Open,2012-01-16,Oprandi R.,Yakimova A.,1.27,3.68
Australian Open,2012-01-16,Govortsova O.,Mayr P.,1.25,3.85
Australian Open,2012-01-16,Schiavone F.,Pous-Tio L.,1.05,9.68
Australian Open,2012-01-16,Peng S.,Rezai A.,1.24,3.91
Australian Open,2012-01-16,Mchale C.,Safarova L.,2.69,1.45
Australian Open,2012-01-16,Clijsters K.,Koehler M.J.,1.02,14.14
Australian Open,2012-01-16,Brianti A.,Falconi I.,1.98,1.78
Australian Open,2012-01-16,Foretz S.,Baltacha E.,2.9,1.39
Australian Open,2012-01-16,Benesova I.,Johansson M.,1.21,4.3
Australian Open,2012-01-16,Voskoboeva G.,Wickmayer Y.,2.43,1.54
Australian Open,2012-01-16,Parmentier P.,Kudryavtseva A.,2.02,1.75
Australian Open,2012-01-16,Jankovic J.,Robson L.,1.14,5.33
Australian Open,2012-01-16,Pironkova T.,Mirza S.,1.44,2.71
Australian Open,2012-01-16,Rogowska O.,Arvidsson S.,2.89,1.39
Australian Open,2012-01-16,Tatishvili A.,Barty A.,1.35,3.06
Australian Open,2012-01-16,Chang K.C.,Martic P.,2.18,1.65
Australian Open,2012-01-16,Barthel M.,Keothavong A.,1.26,3.67
Australian Open,2012-01-16,Erakovic M.,Pavlovic I.,1.31,3.32
Australian Open,2012-01-16,Niculescu M.,Cornet A.,1.48,2.59
Australian Open,2012-01-16,Wozniacki C.,Rodionova An.,1.08,7.61
Australian Open,2012-01-17,King V.,Bondarenko K.,1.5,2.52
Australian Open,2012-01-17,Kvitova P.,Dushevina V.,1.03,12.01
Australian Open,2012-01-17,Kirilenko M.,Gajdosova J.,1.7,2.09
Australian Open,2012-01-17,Lisicki S.,Voegele S.,1.15,5.09
Australian Open,2012-01-17,Pavlyuchenkova A.,Zakopalova K.,1.31,3.33
Australian Open,2012-01-17,Peer S.,Holland I.,1.06,8.7
Australian Open,2012-01-17,Hradecka L.,Rodina E.,1.35,3.1
Australian Open,2012-01-17,Wozniak A.,Zhang S.,1.56,2.38
Australian Open,2012-01-17,Suarez Navarro C.,Begu I.,2.07,1.71
Australian Open,2012-01-17,Cibulkova D.,Rybarikova M.,1.15,5.11
Australian Open,2012-01-17,Arn G.,Marino R.,1.97,1.79
Australian Open,2012-01-17,Dokic J.,Chakvetadze A.,2.11,1.69
Australian Open,2012-01-17,Sharapova M.,Dulko G.,1.12,5.87
Australian Open,2012-01-17,Hampton J.,Minella M.,1.49,2.55
Australian Open,2012-01-17,Kanepi K.,Larsson J.,1.06,8.72
Australian Open,2012-01-17,Zvonareva V.,Dulgheru A.,1.2,4.3
Australian Open,2012-01-17,Cirstea S.,Stosur S.,4.23,1.21
Australian Open,2012-01-17,Stephens S.,Soler Espinosa S.,1.7,2.1
Australian Open,2012-01-17,Errani S.,Savinykh V.,1.26,3.66
Australian Open,2012-01-17,Vinci R.,Cadantu A.,1.12,5.92
Australian Open,2012-01-17,Bartoli M.,Razzano V.,1.1,6.29
Australian Open,2012-01-17,Krajicek M.,Barrois K.,1.6,2.28
Australian Open,2012-01-17,Makarova E.,Tanasugarn T.,1.43,2.72
Australian Open,2012-01-17,Dubois S.,Vesnina E.,2.99,1.37
Australian Open,2012-01-17,Radwanska U.,Riske A.,1.86,1.87
Australian Open,2012-01-17,Kuznetsova S.,Scheepers C.,1.32,3.28
Australian Open,2012-01-17,Petrova N.,Hlavackova A.,1.31,3.34
Australian Open,2012-01-17,Kerber A.,Bobusic B.,1.05,9.44
Australian Open,2012-01-17,Zahlavova Strycova B.,Bremond I.,1.31,3.33
Australian Open,2012-01-17,Zheng J.,Keys M.,1.1,6.51
Australian Open,2012-01-17,Ivanovic A.,Dominguez Lino L.,1.06,8.71
Australian Open,2012-01-17,Williams S.,Paszek T.,1.05,9.33
Australian Open,2012-01-18,Li N.,Rogowska O.,1.02,13.6
Australian Open,2012-01-18,Medina Garrigues A.,Govortsova O.,1.48,2.57
Australian Open,2012-01-18,Hantuchova D.,Tsurenko L.,1.16,5.05
Australian Open,2012-01-18,Benesova I.,Peng S.,2.88,1.39
Australian Open,2012-01-18,Clijsters K.,Foretz S.,1.02,13.45
Australian Open,2012-01-18,Mchale C.,Erakovic M.,1.4,2.83
Australian Open,2012-01-18,Jankovic J.,Chang K.C.,1.07,7.89
Australian Open,2012-01-18,Bratchikova N.,Brianti A.,1.55,2.4
Australian Open,2012-01-18,Oprandi R.,Schiavone F.,4.36,1.2
Australian Open,2012-01-18,Goerges J.,Daniilidou E.,1.34,3.17
Australian Open,2012-01-18,Voskoboeva G.,Pironkova T.,1.54,2.42
Australian Open,2012-01-18,Wozniacki C.,Tatishvili A.,1.02,13.3
Australian Open,2012-01-18,Niculescu M.,Parmentier P.,1.29,3.5
Australian Open,2012-01-18,Barthel M.,Cetkovska P.,1.34,3.14
Australian Open,2012-01-18,Radwanska A.,Ormaechea P.,1.03,11.39
Australian Open,2012-01-18,Azarenka V.,Dellacqua C.,1.02,13.42
Australian Open,2012-01-19,Makarova E.,Kanepi K.,5.53,1.13
Australian Open,2012-01-19,Sharapova M.,Hampton J.,1.05,10.08
Australian Open,2012-01-19,Ivanovic A.,Krajicek M.,1.1,6.4
Australian Open,2012-01-19,Zvonareva V.,Hradecka L.,1.23,3.95
Australian Open,2012-01-19,Errani S.,Petrova N.,2.15,1.66
Australian Open,2012-01-19,Kerber A.,Dubois S.,1.12,5.95
Australian Open,2012-01-19,Williams S.,Zahlavova Strycova B.,1.02,13.41
Australian Open,2012-01-19,Zheng J.,Vinci R.,1.45,2.66
Australian Open,2012-01-19,King V.,Pavlyuchenkova A.,2.24,1.62
Australian Open,2012-01-19,Cirstea S.,Radwanska U.,1.39,2.9
Australian Open,2012-01-19,Kvitova P.,Suarez Navarro C.,1.03,12.54
Australian Open,2012-01-19,Arn G.,Cibulkova D.,6.0,1.12
Australian Open,2012-01-19,Lisicki S.,Peer S.,1.67,2.14
Australian Open,2012-01-19,Kirilenko M.,Wozniak A.,1.27,3.63
Australian Open,2012-01-19,Bartoli M.,Dokic J.,1.14,5.33
Australian Open,2012-01-19,Kuznetsova S.,Stephens S.,1.09,6.84
Australian Open,2012-01-20,Azarenka V.,Barthel M.,1.09,7.01
Australian Open,2012-01-20,Benesova I.,Bratchikova N.,1.52,2.47
Australian Open,2012-01-20,Goerges J.,Oprandi R.,1.53,2.46
Australian Open,2012-01-20,Radwanska A.,Voskoboeva G.,1.17,4.87
Australian Open,2012-01-20,Wozniacki C.,Niculescu M.,1.09,7.12
Australian Open,2012-01-20,Jankovic J.,Mchale C.,1.33,3.25
Australian Open,2012-01-20,Clijsters K.,Hantuchova D.,1.13,5.54
Australian Open,2012-01-20,Li N.,Medina Garrigues A.,1.12,5.99
Australian Open,2012-01-21,Kvitova P.,Kirilenko M.,1.18,4.67
Australian Open,2012-01-21,Errani S.,Cirstea S.,1.65,2.2
Australian Open,2012-01-21,Sharapova M.,Kerber A.,1.22,4.18
Australian Open,2012-01-21,Makarova E.,Zvonareva V.,3.7,1.26
Australian Open,2012-01-21,Ivanovic A.,King V.,1.21,4.23
Australian Open,2012-01-21,Zheng J.,Bartoli M.,2.71,1.44
Australian Open,2012-01-21,Lisicki S.,Kuznetsova S.,1.68,2.13
Australian Open,2012-01-21,Williams S.,Arn G.,1.02,13.06
Australian Open,2012-01-22,Azarenka V.,Benesova I.,1.04,10.36
Australian Open,2012-01-22,Radwanska A.,Goerges J.,1.17,4.77
Australian Open,2012-01-22,Clijsters K.,Li N.,1.62,2.27
Australian Open,2012-01-22,Wozniacki C.,Jankovic J.,1.49,2.56
Australian Open,2012-01-23,Kvitova P.,Ivanovic A.,1.32,3.33
Australian Open,2012-01-23,Errani S.,Zheng J.,2.7,1.45
Australian Open,2012-01-23,Makarova E.,Williams S.,9.77,1.05
Australian Open,2012-01-23,Sharapova M.,Lisicki S.,1.29,3.49
Australian Open,2012-01-24,Azarenka V.,Radwanska A.,1.38,2.96
Australian Open,2012-01-24,Clijsters K.,Wozniacki C.,2.11,1.71
Australian Open,2012-01-25,Kvitova P.,Errani S.,1.09,7.1
Australian Open,2012-01-25,Sharapova M.,Makarova E.,1.25,3.84
Australian Open,2012-01-26,Azarenka V.,Clijsters K.,1.82,1.96
Australian Open,2012-01-26,Sharapova M.,Kvitova P.,2.17,1.68
Australian Open,2012-01-28,Azarenka V.,Sharapova M.,1.68,2.16
Open Gaz de France,2012-02-07,Cetkovska P.,Brianti A.,1.3,3.39
Open Gaz de France,2012-02-07,Barthel M.,Zahlavova Strycova B.,1.22,4.05
Open Gaz de France,2012-02-07,Pironkova T.,Li N.,5.29,1.14
Open Gaz de France,2012-02-07,Kerber A.,Safarova L.,1.81,1.93
Open Gaz de France,2012-02-07,Goerges J.,Peer S.,1.29,3.45
Open Gaz de France,2012-02-07,Scheepers C.,Hercog P.,1.36,3.02
Open Gaz de France,2012-02-07,Martic P.,Arn G.,2.39,1.55
Open Gaz de France,2012-02-08,Mattek-Sands B.,Barrois K.,1.65,2.19
Open Gaz de France,2012-02-08,Niculescu M.,Gajdosova J.,1.46,2.64
Open Gaz de France,2012-02-08,Zakopalova K.,Cornet A.,1.68,2.12
Open Gaz de France,2012-02-08,Vinci R.,Halep S.,1.48,2.55
Open Gaz de France,2012-02-08,Parmentier P.,Medina Garrigues A.,2.18,1.64
Open Gaz de France,2012-02-08,Mchale C.,Lepchenko V.,1.5,2.5
Open Gaz de France,2012-02-08,Wickmayer Y.,Craybas J.,1.08,7.36
Open Gaz de France,2012-02-08,Sharapova M.,Scheepers C.,1.14,5.41
Open Gaz de France,2012-02-08,Goerges J.,Cetkovska P.,1.35,3.08
Open Gaz de France,2012-02-09,Vinci R.,Mattek-Sands B.,1.86,1.88
Open Gaz de France,2012-02-09,Zakopalova K.,Pironkova T.,2.23,1.62
Open Gaz de France,2012-02-09,Barthel M.,Parmentier P.,1.18,4.7
Open Gaz de France,2012-02-09,Kerber A.,Niculescu M.,1.31,3.3
Open Gaz de France,2012-02-09,Bartoli M.,Martic P.,1.11,6.33
Open Gaz de France,2012-02-09,Wickmayer Y.,Mchale C.,1.38,2.92
Open Gaz de France,2012-02-10,Zakopalova K.,Goerges J.,3.12,1.35
Open Gaz de France,2012-02-10,Kerber A.,Sharapova M.,5.14,1.15
Open Gaz de France,2012-02-10,Bartoli M.,Vinci R.,1.25,3.83
Open Gaz de France,2012-02-10,Wickmayer Y.,Barthel M.,2.35,1.57
Open Gaz de France,2012-02-11,Bartoli M.,Zakopalova K.,1.33,3.23
Open Gaz de France,2012-02-11,Kerber A.,Wickmayer Y.,1.67,2.15
Open Gaz de France,2012-02-12,Kerber A.,Bartoli M.,2.26,1.61
Pattaya Women's Open,2012-02-06,Rodionova An.,Bremond I.,1.33,3.17
Pattaya Women's Open,2012-02-06,Cirstea S.,Sema E.,1.1,6.67
Pattaya Women's Open,2012-02-07,Kudryavtseva A.,Zhou Y.M.,1.37,2.99
Pattaya Women's Open,2012-02-07,Doi M.,Lertcheewakarn N.,2.24,1.61
Pattaya Women's Open,2012-02-07,Zvonareva V.,Wongteanchai V.,1.02,14.57
Pattaya Women's Open,2012-02-07,Chang K.C.,Daniilidou E.,1.62,2.22
Pattaya Women's Open,2012-02-07,King V.,Watson H.,1.36,3.02
Pattaya Women's Open,2012-02-07,Tanasugarn T.,Voskoboeva G.,3.82,1.24
Pattaya Women's Open,2012-02-07,Amanmuradova A.,Robson L.,2.46,1.52
Pattaya Women's Open,2012-02-07,Date Krumm K.,Lertpitaksinchai N.,1.08,7.1
Pattaya Women's Open,2012-02-07,Keothavong A.,Cibulkova D.,3.93,1.24
Pattaya Women's Open,2012-02-07,Hsieh S.W.,Zheng J.,6.02,1.11
Pattaya Women's Open,2012-02-07,Mirza S.,Morita A.,2.77,1.42
Pattaya Women's Open,2012-02-07,Hantuchova D.,Wannasuk N.,1.03,11.71
Pattaya Women's Open,2012-02-07,Kirilenko M.,Dellacqua C.,1.23,3.94
Pattaya Women's Open,2012-02-07,Radwanska U.,Pivovarova A.,1.27,3.61
Pattaya Women's Open,2012-02-08,Tanasugarn T.,Chang K.C.,2.3,1.59
Pattaya Women's Open,2012-02-08,Cirstea S.,Doi M.,1.15,5.09
Pattaya Women's Open,2012-02-08,Zvonareva V.,Amanmuradova A.,1.1,6.62
Pattaya Women's Open,2012-02-08,Kirilenko M.,Rodionova An.,1.39,2.86
Pattaya Women's Open,2012-02-09,Mirza S.,Keothavong A.,2.22,1.62
Pattaya Women's Open,2012-02-09,King V.,Kudryavtseva A.,1.24,3.88
Pattaya Women's Open,2012-02-09,Hsieh S.W.,Date Krumm K.,2.13,1.67
Pattaya Women's Open,2012-02-09,Hantuchova D.,Radwanska U.,1.19,4.44
Pattaya Women's Open,2012-02-10,Hsieh S.W.,Mirza S.,1.84,1.91
Pattaya Women's Open,2012-02-10,Cirstea S.,Zvonareva V.,3.03,1.36
Pattaya Women's Open,2012-02-10,Kirilenko M.,Tanasugarn T.,1.48,2.56
Pattaya Women's Open,2012-02-10,Hantuchova D.,King V.,1.42,2.75
Pattaya Women's Open,2012-02-11,Kirilenko M.,Cirstea S.,2.01,1.75
Pattaya Women's Open,2012-02-11,Hantuchova D.,Hsieh S.W.,1.21,4.16
Pattaya Women's Open,2012-02-12,Hantuchova D.,Kirilenko M.,1.53,2.45
Copa BBVA Colsanitas,2012-02-13,Arruabarrena-Vecino L.,Mayr P.,2.53,1.49
Copa BBVA Colsanitas,2012-02-13,Savinykh V.,Johansson M.,2.36,1.55
Copa BBVA Colsanitas,2012-02-13,Duque Marino M.,Luzhanska T.,1.28,3.5
Copa BBVA Colsanitas,2012-02-13,Rampre P.,Castiblanco K.,1.16,5.02
Copa BBVA Colsanitas,2012-02-14,Babos T.,Lizarazo Y.,1.18,4.58
Copa BBVA Colsanitas,2012-02-14,Oprandi R.,Cadantu A.,1.29,3.5
Copa BBVA Colsanitas,2012-02-14,Dulko G.,Woerle K.,1.22,4.07
Copa BBVA Colsanitas,2012-02-14,Dominguez Lino L.,Fichman S.,1.18,4.62
Copa BBVA Colsanitas,2012-02-14,Gallovits E.,Cohen J.,1.71,2.07
Copa BBVA Colsanitas,2012-02-14,Knapp K.,Dulgheru A.,4.01,1.23
Copa BBVA Colsanitas,2012-02-14,Shvedova Y.,Cabeza-Candela E.,1.33,3.21
Copa BBVA Colsanitas,2012-02-14,Castano C.,Karatantcheva S.,2.83,1.41
Copa BBVA Colsanitas,2012-02-14,Panova A.,Minella M.,1.72,2.06
Copa BBVA Colsanitas,2012-02-14,Birnerova E.,Ferrer Suarez I,1.76,2.0
Copa BBVA Colsanitas,2012-02-15,Erakovic M.,Voegele S.,1.98,1.78
Copa BBVA Colsanitas,2012-02-15,Ormaechea P.,Dokic J.,1.55,2.39
Copa BBVA Colsanitas,2012-02-15,Babos T.,Oprandi R.,3.13,1.34
Copa BBVA Colsanitas,2012-02-15,Arruabarrena-Vecino L.,Birnerova E.,2.04,1.73
Copa BBVA Colsanitas,2012-02-15,Shvedova Y.,Savinykh V.,1.33,3.21
Copa BBVA Colsanitas,2012-02-15,Duque Marino M.,Dominguez Lino L.,3.35,1.31
Copa BBVA Colsanitas,2012-02-16,Panova A.,Dulko G.,2.37,1.55
Copa BBVA Colsanitas,2012-02-16,Gallovits E.,Erakovic M.,2.9,1.39
Copa BBVA Colsanitas,2012-02-16,Knapp K.,Castano C.,1.43,2.73
Copa BBVA Colsanitas,2012-02-16,Ormaechea P.,Rampre P.,1.2,4.31
Copa BBVA Colsanitas,2012-02-17,Babos T.,Shvedova Y.,2.38,1.55
Copa BBVA Colsanitas,2012-02-17,Panova A.,Knapp K.,1.69,2.1
Copa BBVA Colsanitas,2012-02-17,Gallovits E.,Duque Marino M.,1.99,1.77
Copa BBVA Colsanitas,2012-02-17,Arruabarrena-Vecino L.,Ormaechea P.,2.48,1.52
Copa BBVA Colsanitas,2012-02-18,Panova A.,Babos T.,1.86,1.88
Copa BBVA Colsanitas,2012-02-18,Arruabarrena-Vecino L.,Gallovits E.,1.86,1.88
Copa BBVA Colsanitas,2012-02-19,Arruabarrena-Vecino L.,Panova A.,2.12,1.7
Qatar Total Open,2012-02-13,Peer S.,Lalami N.,1.03,11.4
Qatar Total Open,2012-02-13,Bondarenko K.,Dushevina V.,1.64,2.19
Qatar Total Open,2012-02-13,Keothavong A.,Paszek T.,1.73,2.05
Qatar Total Open,2012-02-13,Pervak K.,Pavlyuchenkova A.,3.13,1.34
Qatar Total Open,2012-02-13,Peng S.,Al Nabhani F.,1.01,15.83
Qatar Total Open,2012-02-13,Pironkova T.,Hercog P.,1.54,2.4
Qatar Total Open,2012-02-13,Barthel M.,Garcia C.,1.13,5.58
Qatar Total Open,2012-02-13,Ivanovic A.,Suarez Navarro C.,1.16,4.97
Qatar Total Open,2012-02-13,Lepchenko V.,Wozniak A.,1.89,1.84
Qatar Total Open,2012-02-13,Mchale C.,Scheepers C.,1.74,2.02
Qatar Total Open,2012-02-13,Kuznetsova S.,Martinez-Sanchez M.J.,1.23,4.04
Qatar Total Open,2012-02-13,Niculescu M.,Vesnina E.,1.57,2.34
Qatar Total Open,2012-02-14,Benesova I.,Zahlavova Strycova B.,1.35,3.08
Qatar Total Open,2012-02-14,Cirstea S.,Gajdosova J.,1.43,2.73
Qatar Total Open,2012-02-14,Kerber A.,Lisicki S.,2.21,1.63
Qatar Total Open,2012-02-14,Cetkovska P.,Martic P.,1.47,2.58
Qatar Total Open,2012-02-14,Safarova L.,Radwanska U.,1.38,2.97
