Tournament,Date,Winner,Loser,AvgW,AvgL
Australian Open,2023-01-16,Eubanks C.,Kwon S.W.,2.38,1.58
Australian Open,2023-01-16,Fucsovics M.,Coria F.,1.16,5.38
Australian Open,2023-01-16,Molcan A.,Wawrinka S.,3.7,1.28
Australian Open,2023-01-16,Hijikata R.,Hanfmann Y.,1.98,1.83
Australian Open,2023-01-16,Norrie C.,Van Assche L.,1.06,9.17
Australian Open,2023-01-16,Auger-Aliassime F.,Pospisil V.,1.07,8.87
Australian Open,2023-01-16,Tsitsipas S.,Halys Q.,1.14,5.69
Australian Open,2023-01-16,Lestienne C.,Monteiro T.,2.08,1.76
Australian Open,2023-01-16,Harris L.,Musetti L.,3.35,1.33
Australian Open,2023-01-16,Medvedev D.,Giron M.,1.03,13.88
Australian Open,2023-01-17,Rublev A.,Thiem D.,1.27,3.84
Australian Open,2023-01-17,Chardy J.,Galan D.E.,3.19,1.36
Australian Open,2023-01-17,Evans D.,Bagnis F.,1.12,6.38
Australian Open,2023-01-17,Bonzi B.,Bellucci M.,1.39,3.01
Australian Open,2023-01-17,Dimitrov G.,Karatsev A.,1.4,3.0
Australian Open,2023-01-17,Djere L.,Bergs Z.,1.49,2.63
Australian Open,2023-01-17,Schwartzman D.,Krutykh O.,1.55,2.49
Australian Open,2023-01-17,Jarry N.,Kecmanovic M.,3.58,1.3
Australian Open,2023-01-17,Davidovich Fokina A.,Bublik A.,1.72,2.13
Australian Open,2023-01-17,Carreno Busta P.,Cachin P.,1.08,7.93
Australian Open,2023-01-17,Wolf J.J.,Thompson J.,1.61,2.33
Australian Open,2023-01-17,Fritz T.,Basilashvili N.,1.03,14.25
Australian Open,2023-01-17,Rune H.,Krajinovic F.,1.17,5.08
Australian Open,2023-01-17,Shelton B.,Zhang Zh.,1.43,2.87
Australian Open,2023-01-17,Murray A.,Berrettini M.,4.28,1.22
Australian Open,2023-01-17,Zverev A.,Varillas J. P.,1.08,8.35
Australian Open,2023-01-17,Paul T.,Struff J.L.,1.39,3.02
Australian Open,2023-01-17,Brooksby J.,O Connell C.,1.46,2.76
Australian Open,2023-01-17,De Minaur A.,Hsu Y.,1.05,11.41
Australian Open,2023-01-17,Popyrin A.,Tseng C. H.,1.15,5.56
Australian Open,2023-01-17,Ruud C.,Machac T.,1.17,5.1
Australian Open,2023-01-17,Djokovic N.,Carballes Baena R.,1.01,19.91
Australian Open,2023-01-18,Ruusuvuori E.,Purcell M.,1.35,3.2
Australian Open,2023-01-18,Humbert U.,Gasquet R.,1.86,1.8
Australian Open,2023-01-18,Kudla D.,Safiullin R.,3.19,1.36
Australian Open,2023-01-18,Mmoh M.,Lokoli L.,1.58,2.42
Australian Open,2023-01-18,Mannarino A.,Isner J.,2.0,1.82
Australian Open,2023-01-18,Holt B.,Vukic A.,2.35,1.6
Australian Open,2023-01-18,Bautista Agut R.,Sousa J.,1.08,8.27
Australian Open,2023-01-18,Couacaud E.,Dellien H.,1.13,6.27
Australian Open,2023-01-18,Cressy M.,Ramos-Vinolas A.,1.38,3.06
Australian Open,2023-01-18,Kokkinakis T.,Fognini F.,1.18,5.0
Australian Open,2023-01-18,Sinner J.,Etcheverry T.,1.04,11.92
Australian Open,2023-01-18,Auger-Aliassime F.,Molcan A.,1.07,9.08
Australian Open,2023-01-18,Mcdonald M.,Nadal R.,7.88,1.08
Australian Open,2023-01-18,Tiafoe F.,Shang J.,1.11,6.68
Australian Open,2023-01-18,Fucsovics M.,Harris L.,1.85,1.97
Australian Open,2023-01-18,Khachanov K.,Kubler J.,1.28,3.73
Australian Open,2023-01-18,Medvedev D.,Millman J.,1.02,17.35
Australian Open,2023-01-18,Nishioka Y.,Svrcina D.,1.24,4.11
Australian Open,2023-01-18,Cerundolo F.,Moutet C.,1.97,1.85
Australian Open,2023-01-18,Shapovalov D.,Daniel T.,1.17,5.13
Australian Open,2023-01-18,Hurkacz H.,Sonego L.,1.26,3.91
Australian Open,2023-01-18,Tsitsipas S.,Hijikata R.,1.04,12.14
Australian Open,2023-01-18,Korda S.,Watanuki Y.,1.22,4.38
Australian Open,2023-01-18,Griekspoor T.,Van De Zandschulp B.,2.11,1.73
Australian Open,2023-01-18,Lehecka J.,Eubanks C.,1.45,2.76
Australian Open,2023-01-18,Norrie C.,Lestienne C.,1.1,7.11
Australian Open,2023-01-19,Evans D.,Chardy J.,1.12,6.27
Australian Open,2023-01-19,Paul T.,Davidovich Fokina A.,1.49,2.63
Australian Open,2023-01-19,Brooksby J.,Ruud C.,3.34,1.33
Australian Open,2023-01-19,Rublev A.,Ruusuvuori E.,1.21,4.49
Australian Open,2023-01-19,Shelton B.,Jarry N.,1.81,2.01
Australian Open,2023-01-19,Wolf J.J.,Schwartzman D.,1.51,2.56
Australian Open,2023-01-19,Popyrin A.,Fritz T.,7.16,1.1
Australian Open,2023-01-19,Humbert U.,Kudla D.,1.44,2.81
Australian Open,2023-01-19,Mmoh M.,Zverev A.,4.73,1.19
Australian Open,2023-01-19,Dimitrov G.,Djere L.,1.25,3.97
Australian Open,2023-01-19,Rune H.,Cressy M.,1.18,5.01
Australian Open,2023-01-19,Bautista Agut R.,Holt B.,1.09,7.64
Australian Open,2023-01-19,Bonzi B.,Carreno Busta P.,3.17,1.36
Australian Open,2023-01-19,De Minaur A.,Mannarino A.,1.17,5.13
Australian Open,2023-01-19,Djokovic N.,Couacaud E.,1.01,22.36
Australian Open,2023-01-19,Murray A.,Kokkinakis T.,2.42,1.57
Australian Open,2023-01-20,Sinner J.,Fucsovics M.,1.11,6.6
Australian Open,2023-01-20,Tsitsipas S.,Griekspoor T.,1.09,7.71
Australian Open,2023-01-20,Nishioka Y.,Mcdonald M.,1.57,2.41
Australian Open,2023-01-20,Auger-Aliassime F.,Cerundolo F.,1.09,7.38
Australian Open,2023-01-20,Lehecka J.,Norrie C.,3.62,1.29
Australian Open,2023-01-20,Hurkacz H.,Shapovalov D.,1.89,1.93
Australian Open,2023-01-20,Khachanov K.,Tiafoe F.,1.98,1.83
Australian Open,2023-01-20,Korda S.,Medvedev D.,4.56,1.2
Australian Open,2023-01-21,Rublev A.,Evans D.,1.31,3.49
Australian Open,2023-01-21,Rune H.,Humbert U.,1.19,4.71
Australian Open,2023-01-21,De Minaur A.,Bonzi B.,1.22,4.42
Australian Open,2023-01-21,Paul T.,Brooksby J.,1.68,2.2
Australian Open,2023-01-21,Wolf J.J.,Mmoh M.,1.34,3.29
Australian Open,2023-01-21,Shelton B.,Popyrin A.,2.34,1.61
Australian Open,2023-01-21,Bautista Agut R.,Murray A.,1.34,3.3
Australian Open,2023-01-21,Djokovic N.,Dimitrov G.,1.2,4.59
Australian Open,2023-01-22,Korda S.,Hurkacz H.,1.58,2.4
Australian Open,2023-01-22,Khachanov K.,Nishioka Y.,1.43,2.86
Australian Open,2023-01-22,Lehecka J.,Auger-Aliassime F.,4.34,1.22
Australian Open,2023-01-22,Tsitsipas S.,Sinner J.,1.47,2.71
Australian Open,2023-01-23,Shelton B.,Wolf J.J.,1.93,1.89
Australian Open,2023-01-23,Rublev A.,Rune H.,2.12,1.74
Australian Open,2023-01-23,Paul T.,Bautista Agut R.,1.73,2.13
Australian Open,2023-01-23,Djokovic N.,De Minaur A.,1.21,4.4
Australian Open,2023-01-24,Khachanov K.,Korda S.,2.07,1.78
Australian Open,2023-01-24,Tsitsipas S.,Lehecka J.,1.16,5.49
Australian Open,2023-01-25,Paul T.,Shelton B.,1.35,3.28
Australian Open,2023-01-25,Djokovic N.,Rublev A.,1.13,6.25
Australian Open,2023-01-27,Tsitsipas S.,Khachanov K.,1.32,3.48
Australian Open,2023-01-27,Djokovic N.,Paul T.,1.05,10.67
Australian Open,2023-01-29,Djokovic N.,Tsitsipas S.,1.2,4.69
Cordoba Open,2023-02-06,Zapata Miralles B.,Carballes Baena R.,2.53,1.51
Cordoba Open,2023-02-06,Lajovic D.,Varillas J. P.,2.13,1.7
Cordoba Open,2023-02-07,Cerundolo J.M.,Andujar P.,1.21,4.35
Cordoba Open,2023-02-07,Darderi L.,Gaston H.,1.7,2.13
Cordoba Open,2023-02-07,Coria F.,Monteiro T.,1.62,2.26
Cordoba Open,2023-02-07,Barrios M.,Galan D.E.,1.9,1.89
Cordoba Open,2023-02-07,Garin C.,Martinez P.,1.77,2.03
Cordoba Open,2023-02-07,Delbonis F.,Tabilo A.,1.96,1.82
Cordoba Open,2023-02-08,Pella G.,Vavassori A.,2.48,1.53
Cordoba Open,2023-02-08,Sousa J.,Etcheverry T.,3.65,1.28
Cordoba Open,2023-02-08,Cecchinato M.,Bagnis F.,2.1,1.72
Cordoba Open,2023-02-08,Dellien H.,Cachin P.,1.6,2.3
Cordoba Open,2023-02-08,Barrios M.,Zapata Miralles B.,2.2,1.66
Cordoba Open,2023-02-09,Baez S.,Darderi L.,1.49,2.6
Cordoba Open,2023-02-09,Sousa J.,Garin C.,3.88,1.25
Cordoba Open,2023-02-09,Coria F.,Cecchinato M.,1.55,2.43
Cordoba Open,2023-02-09,Dellien H.,Pella G.,1.44,2.76
Cordoba Open,2023-02-09,Ramos-Vinolas A.,Lajovic D.,1.74,2.08
Cordoba Open,2023-02-09,Cerundolo F.,Delbonis F.,1.56,2.4
Cordoba Open,2023-02-10,Cerundolo J.M.,Schwartzman D.,2.04,1.77
Cordoba Open,2023-02-10,Ramos-Vinolas A.,Sousa J.,1.36,3.1
Cordoba Open,2023-02-10,Coria F.,Cerundolo F.,1.65,2.22
Cordoba Open,2023-02-10,Baez S.,Barrios M.,1.36,3.1
Cordoba Open,2023-02-10,Dellien H.,Cerundolo J.M.,2.23,1.64
Cordoba Open,2023-02-11,Coria F.,Ramos-Vinolas A.,1.74,2.08
Cordoba Open,2023-02-11,Baez S.,Dellien H.,1.48,2.63
Cordoba Open,2023-02-12,Baez S.,Coria F.,1.59,2.35
Dallas Open,2023-02-07,Sock J.,Ivashka I.,2.8,1.43
Dallas Open,2023-02-07,Giron M.,Rybakov A.,1.16,5.23
Dallas Open,2023-02-07,Mcdonald M.,Verdasco F.,1.25,3.93
Dallas Open,2023-02-07,Thompson J.,Kudla D.,1.72,2.11
Dallas Open,2023-02-07,Mannarino A.,Johnson S.,1.57,2.38
Dallas Open,2023-02-07,Wolf J.J.,Holt B.,1.33,3.26
Dallas Open,2023-02-08,Albot R.,Krall L.,1.05,10.45
Dallas Open,2023-02-08,Wu Y.,Mmoh M.,1.7,2.15
Dallas Open,2023-02-08,Isner J.,Tseng C. H.,1.28,3.6
Dallas Open,2023-02-08,Gomez E.,Diallo G.,2.0,1.8
Dallas Open,2023-02-08,Altmaier D.,Svajda Z.,1.9,1.89
Dallas Open,2023-02-08,Otte O.,Eubanks C.,2.41,1.56
Dallas Open,2023-02-08,Wolf J.J.,Albot R.,1.15,5.37
Dallas Open,2023-02-09,Tiafoe F.,Mcdonald M.,1.53,2.49
Dallas Open,2023-02-09,Wu Y.,Shapovalov D.,2.96,1.39
Dallas Open,2023-02-09,Gomez E.,Kecmanovic M.,3.63,1.28
Dallas Open,2023-02-09,Mannarino A.,Thompson J.,1.57,2.39
Dallas Open,2023-02-09,Isner J.,Altmaier D.,1.43,2.81
Dallas Open,2023-02-10,Fritz T.,Sock J.,1.13,5.98
Dallas Open,2023-02-10,Giron M.,Otte O.,1.51,2.54
Dallas Open,2023-02-10,Wolf J.J.,Tiafoe F.,2.77,1.44
Dallas Open,2023-02-10,Isner J.,Gomez E.,1.24,4.0
Dallas Open,2023-02-11,Fritz T.,Giron M.,1.23,4.11
Dallas Open,2023-02-11,Wu Y.,Mannarino A.,2.02,1.78
Dallas Open,2023-02-11,Isner J.,Wolf J.J.,2.12,1.72
Dallas Open,2023-02-11,Wu Y.,Fritz T.,3.62,1.29
Dallas Open,2023-02-12,Wu Y.,Isner J.,1.83,1.97
Open Sud de France,2023-02-06,Fils A.,Gasquet R.,2.57,1.5
Open Sud de France,2023-02-06,Basilashvili N.,Lestienne C.,2.89,1.41
Open Sud de France,2023-02-07,Krajinovic F.,Karatsev A.,1.8,2.0
Open Sud de France,2023-02-07,Halys Q.,Chidekh C.,1.31,3.39
Open Sud de France,2023-02-07,Cressy M.,Bellier A.,1.21,4.3
Open Sud de France,2023-02-07,Fucsovics M.,Blancaneaux G.,1.31,3.42
Open Sud de France,2023-02-07,Huesler M.A.,Van Assche L.,1.44,2.76
Open Sud de France,2023-02-07,Sonego L.,Bonzi B.,1.94,1.85
Open Sud de France,2023-02-07,Rinderknech A.,Nardi L.,1.61,2.3
Open Sud de France,2023-02-08,Ruusuvuori E.,Ymer M.,1.93,1.86
Open Sud de France,2023-02-08,Davidovich Fokina A.,Humbert U.,2.16,1.68
Open Sud de France,2023-02-08,Barrere G.,Bublik A.,1.79,2.01
Open Sud de France,2023-02-08,Sinner J.,Fucsovics M.,1.16,5.06
Open Sud de France,2023-02-08,Fils A.,Bautista Agut R.,3.75,1.27
Open Sud de France,2023-02-09,Cressy M.,Ruusuvuori E.,2.71,1.45
Open Sud de France,2023-02-09,Halys Q.,Davidovich Fokina A.,2.06,1.75
Open Sud de France,2023-02-09,Sonego L.,Krajinovic F.,1.56,2.39
Open Sud de France,2023-02-09,Coric B.,Rinderknech A.,1.42,2.82
Open Sud de France,2023-02-09,Rune H.,Huesler M.A.,1.3,3.43
Open Sud de France,2023-02-09,Barrere G.,Basilashvili N.,1.54,2.45
Open Sud de France,2023-02-10,Fils A.,Halys Q.,2.01,1.79
Open Sud de France,2023-02-10,Sinner J.,Sonego L.,1.3,3.49
Open Sud de France,2023-02-10,Rune H.,Barrere G.,1.18,4.82
Open Sud de France,2023-02-10,Cressy M.,Coric B.,3.07,1.36
Open Sud de France,2023-02-11,Sinner J.,Fils A.,1.24,4.02
Open Sud de France,2023-02-11,Cressy M.,Rune H.,4.05,1.24
Open Sud de France,2023-02-12,Sinner J.,Cressy M.,1.3,3.5
Argentina Open,2023-02-13,Zapata Miralles B.,Martinez P.,1.83,1.96
Argentina Open,2023-02-13,Cachin P.,Monteiro T.,2.11,1.71
Argentina Open,2023-02-13,Djere L.,Fognini F.,1.33,3.26
Argentina Open,2023-02-14,Munar J.,Pella G.,1.51,2.5
Argentina Open,2023-02-14,Carballes Baena R.,Ramos-Vinolas A.,2.22,1.65
Argentina Open,2023-02-14,Etcheverry T.,Dellien H.,2.08,1.74
Argentina Open,2023-02-14,Ugo Carabelli C.,Galan D.E.,1.65,2.22
Argentina Open,2023-02-14,Cerundolo F.,Hanfmann Y.,1.6,2.31
Argentina Open,2023-02-14,Diaz Acosta F.,Coria F.,2.45,1.54
Argentina Open,2023-02-14,Lajovic D.,Baez S.,2.69,1.46
Argentina Open,2023-02-14,Varillas J. P.,Sousa J.,1.45,2.72
Argentina Open,2023-02-15,Thiem D.,Molcan A.,1.66,2.18
Argentina Open,2023-02-15,Etcheverry T.,Carballes Baena R.,1.82,1.97
Argentina Open,2023-02-15,Norrie C.,Diaz Acosta F.,1.28,3.64
Argentina Open,2023-02-15,Lajovic D.,Ugo Carabelli C.,1.56,2.39
Argentina Open,2023-02-16,Alcaraz C.,Djere L.,1.26,3.76
Argentina Open,2023-02-16,Varillas J. P.,Thiem D.,2.97,1.39
Argentina Open,2023-02-16,Cerundolo F.,Munar J.,1.58,2.37
Argentina Open,2023-02-16,Musetti L.,Cachin P.,1.32,3.32
Argentina Open,2023-02-16,Zapata Miralles B.,Schwartzman D.,2.36,1.58
Argentina Open,2023-02-17,Norrie C.,Etcheverry T.,1.58,2.36
Argentina Open,2023-02-17,Varillas J. P.,Musetti L.,3.44,1.3
Argentina Open,2023-02-17,Alcaraz C.,Lajovic D.,1.14,5.44
Argentina Open,2023-02-18,Zapata Miralles B.,Cerundolo F.,2.6,1.49
Argentina Open,2023-02-18,Norrie C.,Varillas J. P.,1.52,2.51
Argentina Open,2023-02-18,Alcaraz C.,Zapata Miralles B.,1.11,6.73
Argentina Open,2023-02-19,Alcaraz C.,Norrie C.,1.17,4.96
Delray Beach Open,2023-02-13,Kudla D.,Thompson J.,1.59,2.33
Delray Beach Open,2023-02-13,Gomez E.,Wu T.L.,1.9,1.89
Delray Beach Open,2023-02-13,Borges N.,Johnson S.,1.38,2.99
Delray Beach Open,2023-02-13,Nishioka Y.,Otte O.,1.32,3.32
Delray Beach Open,2023-02-14,Mmoh M.,Kovacevic A.,1.7,2.13
Delray Beach Open,2023-02-14,Mannarino A.,Altmaier D.,1.39,2.93
Delray Beach Open,2023-02-14,Wolf J.J.,Ivashka I.,1.38,2.97
Delray Beach Open,2023-02-14,Mcdonald M.,Daniel T.,1.36,3.08
Delray Beach Open,2023-02-14,Vukic A.,Eubanks C.,2.27,1.62
Delray Beach Open,2023-02-14,Albot R.,Verdasco F.,1.51,2.53
Delray Beach Open,2023-02-14,Pecotic M.,Sock J.,3.98,1.24
Delray Beach Open,2023-02-15,Giron M.,Shelton B.,2.14,1.7
Delray Beach Open,2023-02-15,Kecmanovic M.,Borges N.,1.46,2.7
Delray Beach Open,2023-02-15,Mcdonald M.,Nishioka Y.,2.01,1.79
Delray Beach Open,2023-02-15,Giron M.,Pecotic M.,1.15,5.31
Delray Beach Open,2023-02-16,Mmoh M.,Shapovalov D.,3.65,1.28
Delray Beach Open,2023-02-16,Albot R.,Vukic A.,2.1,1.73
Delray Beach Open,2023-02-16,Paul T.,Kudla D.,1.16,5.18
