Tournament,Date,Winner,Loser,AvgW,AvgL
Great Ocean Road Open,2021-02-01,O Connell C.,Koepfer D.,2.27,1.62
Great Ocean Road Open,2021-02-01,Purcell M.,Gombos N.,2.76,1.44
Great Ocean Road Open,2021-02-01,Kwon S.W.,Martin A.,1.26,3.81
Great Ocean Road Open,2021-02-01,Travaglia S.,Carballes Baena R.,1.41,2.86
Great Ocean Road Open,2021-02-01,Anderson K.,Lopez F.,1.4,2.9
Great Ocean Road Open,2021-02-01,Caruso S.,Seppi A.,1.72,2.11
Great Ocean Road Open,2021-02-02,Sandgren T.,Smith J.P.,1.66,2.21
Great Ocean Road Open,2021-02-02,Herbert P.H.,Cressy M.,1.46,2.71
Great Ocean Road Open,2021-02-02,Cuevas P.,Andujar P.,2.14,1.7
Great Ocean Road Open,2021-02-02,Sweeny D.,Nam J.S.,2.1,1.72
Great Ocean Road Open,2021-02-02,Alcaraz C.,Balazs A.,1.26,3.75
Great Ocean Road Open,2021-02-02,Thompson J.,Mager G.,1.38,3.01
Great Ocean Road Open,2021-02-02,Haase R.,Coppejans K.,1.63,2.25
Great Ocean Road Open,2021-02-02,Querrey S.,Laaksonen H.,1.53,2.48
Great Ocean Road Open,2021-02-02,Torpegaard M.,Martinez P.,2.34,1.59
Great Ocean Road Open,2021-02-02,Ebden M.,Delbonis F.,2.65,1.45
Great Ocean Road Open,2021-02-02,Vilella Martinez M.,Hanfmann Y.,2.52,1.51
Great Ocean Road Open,2021-02-02,Stebe C.M.,Dellien H.,1.24,4.04
Great Ocean Road Open,2021-02-02,Stakhovsky S.,Safiullin R.,2.86,1.41
Great Ocean Road Open,2021-02-02,Monteiro T.,Fancutt T.,1.15,5.53
Great Ocean Road Open,2021-02-02,Van De Zandschulp B.,Schoolkate T.,1.36,3.1
Great Ocean Road Open,2021-02-03,Sinner J.,Vukic A.,1.13,5.91
Great Ocean Road Open,2021-02-03,Caruso S.,Sandgren T.,1.8,2.01
Great Ocean Road Open,2021-02-03,Bedene A.,Sweeny D.,1.14,5.56
Great Ocean Road Open,2021-02-03,Hurkacz H.,Torpegaard M.,1.25,3.92
Great Ocean Road Open,2021-02-03,Kecmanovic M.,Kwon S.W.,1.63,2.26
Great Ocean Road Open,2021-02-03,Travaglia S.,Querrey S.,2.18,1.68
Great Ocean Road Open,2021-02-03,Cuevas P.,Haase R.,2.19,1.67
Great Ocean Road Open,2021-02-03,Thompson J.,Herbert P.H.,1.65,2.22
Great Ocean Road Open,2021-02-03,Monteiro T.,Ebden M.,1.6,2.32
Great Ocean Road Open,2021-02-03,Van De Zandschulp B.,Majchrzak K.,2.12,1.71
Great Ocean Road Open,2021-02-03,Opelka R.,Stakhovsky S.,1.31,3.35
Great Ocean Road Open,2021-02-03,Bublik A.,O Connell C.,1.51,2.53
Great Ocean Road Open,2021-02-03,Vilella Martinez M.,Basilashvili N.,2.2,1.66
Great Ocean Road Open,2021-02-03,Khachanov K.,Purcell M.,1.13,5.71
Great Ocean Road Open,2021-02-03,Alcaraz C.,Goffin D.,3.32,1.32
Great Ocean Road Open,2021-02-03,Anderson K.,Stebe C.M.,1.2,4.38
Great Ocean Road Open,2021-02-04,Thompson J.,Vilella Martinez M.,1.34,3.23
Great Ocean Road Open,2021-02-04,Monteiro T.,Alcaraz C.,2.97,1.39
Great Ocean Road Open,2021-02-04,Khachanov K.,Anderson K.,2.33,1.6
Great Ocean Road Open,2021-02-04,Sinner J.,Bedene A.,1.26,3.75
Great Ocean Road Open,2021-02-04,Van De Zandschulp B.,Opelka R.,2.73,1.45
Great Ocean Road Open,2021-02-04,Kecmanovic M.,Caruso S.,1.44,2.76
Great Ocean Road Open,2021-02-04,Travaglia S.,Bublik A.,2.25,1.64
Great Ocean Road Open,2021-02-05,Hurkacz H.,Cuevas P.,1.24,4.03
Great Ocean Road Open,2021-02-05,Monteiro T.,Thompson J.,2.51,1.51
Great Ocean Road Open,2021-02-05,Sinner J.,Kecmanovic M.,1.27,3.77
Great Ocean Road Open,2021-02-05,Khachanov K.,Van De Zandschulp B.,1.29,3.54
Great Ocean Road Open,2021-02-05,Travaglia S.,Hurkacz H.,2.9,1.4
Great Ocean Road Open,2021-02-06,Travaglia S.,Monteiro T.,1.72,2.12
Great Ocean Road Open,2021-02-06,Sinner J.,Khachanov K.,1.41,2.89
Great Ocean Road Open,2021-02-07,Sinner J.,Travaglia S.,1.23,4.21
Murray River Open,2021-02-01,Moutet C.,Tiafoe F.,2.93,1.39
Murray River Open,2021-02-01,Gerasimov E.,Harris L.,2.09,1.74
Murray River Open,2021-02-01,Paul T.,Norrie C.,1.7,2.14
Murray River Open,2021-02-01,Mcdonald M.,Gasquet R.,2.65,1.47
Murray River Open,2021-02-01,Coria F.,Albot R.,3.55,1.29
Murray River Open,2021-02-01,Kubler J.,Sonego L.,2.92,1.4
Murray River Open,2021-02-01,Fucsovics M.,Cecchinato M.,1.16,5.03
Murray River Open,2021-02-01,Sousa P.,Tu L.,2.55,1.5
Murray River Open,2021-02-01,Ramos-Vinolas A.,Mott B.,1.42,2.83
Murray River Open,2021-02-01,Bolt A.,Kokkinakis T.,2.89,1.41
Murray River Open,2021-02-01,Berankis R.,Nagal S.,1.29,3.52
Murray River Open,2021-02-01,Chardy J.,Cilic M.,2.25,1.63
Murray River Open,2021-02-01,Bourchier H.,Polmans M.,2.78,1.43
Murray River Open,2021-02-01,Mannarino A.,Ymer M.,1.44,2.74
Murray River Open,2021-02-02,Giron M.,Mmoh M.,2.11,1.73
Murray River Open,2021-02-02,Duckworth J.,Machac T.,2.42,1.56
Murray River Open,2021-02-02,Kukushkin M.,Londero J.I.,1.48,2.64
Murray River Open,2021-02-02,Popyrin A.,Gojo B.,1.62,2.27
Murray River Open,2021-02-02,Sugita Y.,Halys Q.,2.45,1.56
Murray River Open,2021-02-02,Vesely J.,Ferreira Silva F.,1.5,2.55
Murray River Open,2021-02-02,Kyrgios N.,Muller A.,1.13,5.68
Murray River Open,2021-02-02,Harris A.,Daniel T.,2.97,1.39
Murray River Open,2021-02-02,Simon G.,Ymer E.,1.42,2.81
Murray River Open,2021-02-02,Ruusuvuori E.,Troicki V.,1.3,3.45
Murray River Open,2021-02-02,Berankis R.,Kubler J.,1.48,2.62
Murray River Open,2021-02-02,Gerasimov E.,Fucsovics M.,1.46,1.54
Murray River Open,2021-02-02,Giron M.,Mannarino A.,2.11,1.73
Murray River Open,2021-02-02,Evans D.,Sousa P.,1.15,5.3
Murray River Open,2021-02-03,Bolt A.,Mcdonald M.,3.1,1.36
Murray River Open,2021-02-03,Popyrin A.,Paul T.,2.6,1.49
Murray River Open,2021-02-03,Wawrinka S.,Kukushkin M.,1.35,3.16
Murray River Open,2021-02-03,Duckworth J.,Humbert U.,3.36,1.32
Murray River Open,2021-02-03,Vesely J.,Ruud C.,2.04,1.77
Murray River Open,2021-02-03,Chardy J.,Simon G.,1.98,1.81
Murray River Open,2021-02-03,Coric B.,Ruusuvuori E.,1.65,2.21
Murray River Open,2021-02-03,Kyrgios N.,Bourchier H.,1.13,5.72
Murray River Open,2021-02-03,Auger-Aliassime F.,Sugita Y.,1.14,5.5
Murray River Open,2021-02-03,Fritz T.,Coria F.,1.13,5.69
Murray River Open,2021-02-03,Dimitrov G.,Harris A.,1.15,5.36
Murray River Open,2021-02-03,Moutet C.,Ramos-Vinolas A.,1.48,2.62
Murray River Open,2021-02-05,Coric B.,Kyrgios N.,1.75,2.07
Murray River Open,2021-02-05,Evans D.,Giron M.,1.52,2.49
Murray River Open,2021-02-05,Chardy J.,Fritz T.,2.29,1.62
Murray River Open,2021-02-05,Moutet C.,Duckworth J.,1.73,2.1
Murray River Open,2021-02-05,Vesely J.,Berankis R.,2.02,1.79
Murray River Open,2021-02-05,Wawrinka S.,Bolt A.,1.29,3.55
Murray River Open,2021-02-05,Auger-Aliassime F.,Gerasimov E.,1.37,3.06
Murray River Open,2021-02-05,Dimitrov G.,Popyrin A.,1.36,3.13
Murray River Open,2021-02-05,Evans D.,Coric B.,2.66,1.48
Murray River Open,2021-02-05,Chardy J.,Wawrinka S.,1.88,1.9
Murray River Open,2021-02-05,Auger-Aliassime F.,Vesely J.,1.51,2.57
Murray River Open,2021-02-05,Moutet C.,Dimitrov G.,3.05,1.42
Murray River Open,2021-02-06,Evans D.,Chardy J.,1.72,2.12
Murray River Open,2021-02-06,Auger-Aliassime F.,Moutet C.,1.38,3.03
Murray River Open,2021-02-07,Evans D.,Auger-Aliassime F.,2.25,1.65
Australian Open,2021-02-08,Raonic M.,Coria F.,1.01,21.38
Australian Open,2021-02-08,Mannarino A.,Novak D.,1.68,2.19
Australian Open,2021-02-08,Ruusuvuori E.,Monfils G.,1.56,2.42
Australian Open,2021-02-08,Moutet C.,Millman J.,2.78,1.44
Australian Open,2021-02-08,Opelka R.,Lu Y.,1.04,11.4
Australian Open,2021-02-08,Wawrinka S.,Sousa P.,1.08,8.13
Australian Open,2021-02-08,Bolt A.,Gombos N.,1.74,2.09
Australian Open,2021-02-08,Martinez P.,Nishioka Y.,3.0,1.38
Australian Open,2021-02-08,Fritz T.,Ramos-Vinolas A.,1.15,5.47
Australian Open,2021-02-08,Fucsovics M.,Polmans M.,1.19,4.58
Australian Open,2021-02-08,Thiem D.,Kukushkin M.,1.02,15.11
Australian Open,2021-02-08,Karatsev A.,Mager G.,1.24,4.0
Australian Open,2021-02-08,Kecmanovic M.,Majchrzak K.,1.42,2.87
Australian Open,2021-02-08,Zverev A.,Giron M.,1.06,9.63
Australian Open,2021-02-08,Bublik A.,Bedene A.,1.95,1.86
Australian Open,2021-02-08,Gerasimov E.,Paire B.,1.15,5.36
Australian Open,2021-02-08,Duckworth J.,Dzumhur D.,1.38,3.02
Australian Open,2021-02-08,Vesely J.,Coppejans K.,1.25,3.91
Australian Open,2021-02-08,Humbert U.,Uchiyama Y.,1.14,5.8
Australian Open,2021-02-08,Muller A.,Londero J.I.,1.83,1.99
Australian Open,2021-02-08,Carreno Busta P.,Nishikori K.,1.3,3.51
Australian Open,2021-02-08,Tiafoe F.,Travaglia S.,1.29,3.55
Australian Open,2021-02-08,Dimitrov G.,Cilic M.,1.52,2.54
Australian Open,2021-02-08,Koepfer D.,Dellien H.,1.21,4.42
Australian Open,2021-02-08,Lajovic D.,Stakhovsky S.,1.35,3.18
Australian Open,2021-02-08,Auger-Aliassime F.,Stebe C.M.,1.14,5.64
Australian Open,2021-02-08,Schwartzman D.,Ymer E.,1.04,11.74
Australian Open,2021-02-08,Tomic B.,Sugita Y.,2.11,1.73
Australian Open,2021-02-08,Kyrgios N.,Ferreira Silva F.,1.14,5.61
Australian Open,2021-02-08,Cressy M.,Daniel T.,2.14,1.71
Australian Open,2021-02-08,Djokovic N.,Chardy J.,1.01,23.28
Australian Open,2021-02-08,Shapovalov D.,Sinner J.,1.46,2.7
Australian Open,2021-02-09,Harris L.,Torpegaard M.,1.37,3.07
Australian Open,2021-02-09,Mcdonald M.,Cecchinato M.,1.35,3.16
Australian Open,2021-02-09,Monteiro T.,Martin A.,1.22,4.24
Australian Open,2021-02-09,O Connell C.,Struff J.L.,4.29,1.22
Australian Open,2021-02-09,Coric B.,Pella G.,1.16,5.34
Australian Open,2021-02-09,Alcaraz C.,Van De Zandschulp B.,1.7,2.15
Australian Open,2021-02-09,Ymer M.,Hurkacz H.,4.85,1.18
Australian Open,2021-02-09,Rublev A.,Hanfmann Y.,1.01,19.82
Australian Open,2021-02-09,Popyrin A.,Goffin D.,2.93,1.4
Australian Open,2021-02-09,Khachanov K.,Vukic A.,1.1,6.93
Australian Open,2021-02-09,Albot R.,Bautista Agut R.,11.43,1.04
Australian Open,2021-02-09,Cuevas P.,Seppi A.,1.67,2.2
Australian Open,2021-02-09,Krajinovic F.,Haase R.,1.2,4.47
Australian Open,2021-02-09,Andujar P.,Halys Q.,2.75,1.45
Australian Open,2021-02-09,Berankis R.,Nagal S.,1.12,6.45
Australian Open,2021-02-09,Medvedev D.,Pospisil V.,1.04,11.62
Australian Open,2021-02-09,Lopez F.,Tu L.,1.33,3.35
Australian Open,2021-02-09,Sonego L.,Querrey S.,1.8,2.01
Australian Open,2021-02-09,Paul T.,Basilashvili N.,1.22,4.27
Australian Open,2021-02-09,Nadal R.,Djere L.,1.01,19.14
Australian Open,2021-02-09,Caruso S.,Laaksonen H.,1.54,2.47
Australian Open,2021-02-09,Mmoh M.,Troicki V.,1.63,2.28
Australian Open,2021-02-09,De Minaur A.,Sandgren T.,1.12,6.3
Australian Open,2021-02-09,Carballes Baena R.,Balazs A.,1.09,7.43
Australian Open,2021-02-09,Norrie C.,Evans D.,3.0,1.39
Australian Open,2021-02-09,Machac T.,Vilella Martinez M.,1.45,2.74
Australian Open,2021-02-09,Fognini F.,Herbert P.H.,1.69,2.16
Australian Open,2021-02-09,Ruud C.,Thompson J.,1.8,2.01
Australian Open,2021-02-09,Kokkinakis T.,Kwon S.W.,1.67,2.21
Australian Open,2021-02-09,Berrettini M.,Anderson K.,1.35,3.22
Australian Open,2021-02-09,Safiullin R.,Ivashka I.,1.61,2.33
Australian Open,2021-02-09,Tsitsipas S.,Simon G.,1.04,11.11
Australian Open,2021-02-10,Karatsev A.,Gerasimov E.,1.58,2.39
Australian Open,2021-02-10,Fucsovics M.,Wawrinka S.,2.9,1.41
Australian Open,2021-02-10,Martinez P.,Ruusuvuori E.,2.96,1.4
Australian Open,2021-02-10,Auger-Aliassime F.,Duckworth J.,1.21,4.43
Australian Open,2021-02-10,Schwartzman D.,Muller A.,1.08,8.26
Australian Open,2021-02-10,Raonic M.,Moutet C.,1.13,6.14
Australian Open,2021-02-10,Djokovic N.,Tiafoe F.,1.01,19.55
Australian Open,2021-02-10,Thiem D.,Koepfer D.,1.04,11.65
Australian Open,2021-02-10,Lajovic D.,Bublik A.,2.94,1.41
Australian Open,2021-02-10,Fritz T.,Opelka R.,1.7,2.15
Australian Open,2021-02-10,Shapovalov D.,Tomic B.,1.07,8.37
Australian Open,2021-02-10,Mannarino A.,Kecmanovic M.,2.17,1.7
Australian Open,2021-02-10,Carreno Busta P.,Vesely J.,1.2,4.57
Australian Open,2021-02-10,Kyrgios N.,Humbert U.,1.79,2.02
Australian Open,2021-02-10,Zverev A.,Cressy M.,1.06,9.84
Australian Open,2021-02-10,Dimitrov G.,Bolt A.,1.2,4.5
Australian Open,2021-02-11,Lopez F.,Sonego L.,3.92,1.25
Australian Open,2021-02-11,Rublev A.,Monteiro T.,1.03,12.39
Australian Open,2021-02-11,Harris L.,Popyrin A.,1.64,2.25
Australian Open,2021-02-11,Ymer M.,Alcaraz C.,2.53,1.52
Australian Open,2021-02-11,Ruud C.,Paul T.,1.72,2.11
Australian Open,2021-02-11,Khachanov K.,Berankis R.,1.26,3.79
Australian Open,2021-02-11,Krajinovic F.,Andujar P.,1.12,6.12
Australian Open,2021-02-11,Tsitsipas S.,Kokkinakis T.,1.09,7.48
Australian Open,2021-02-11,Berrettini M.,Machac T.,1.06,9.51
Australian Open,2021-02-11,Mcdonald M.,Coric B.,4.73,1.18
Australian Open,2021-02-11,Albot R.,O Connell C.,2.45,1.55
Australian Open,2021-02-11,Fognini F.,Caruso S.,1.43,2.8
Australian Open,2021-02-11,Norrie C.,Safiullin R.,1.37,3.11
Australian Open,2021-02-11,De Minaur A.,Cuevas P.,1.07,8.23
Australian Open,2021-02-11,Medvedev D.,Carballes Baena R.,1.01,21.79
Australian Open,2021-02-11,Nadal R.,Mmoh M.,1.01,18.7
Australian Open,2021-02-12,Dimitrov G.,Carreno Busta P.,1.75,2.08
Australian Open,2021-02-12,Zverev A.,Mannarino A.,1.14,5.68
Australian Open,2021-02-12,Lajovic D.,Martinez P.,1.73,2.11
Australian Open,2021-02-12,Karatsev A.,Schwartzman D.,3.33,1.33
Australian Open,2021-02-12,Raonic M.,Fucsovics M.,1.13,6.02
Australian Open,2021-02-12,Auger-Aliassime F.,Shapovalov D.,2.72,1.46
Australian Open,2021-02-12,Thiem D.,Kyrgios N.,1.25,3.95
Australian Open,2021-02-12,Djokovic N.,Fritz T.,1.01,19.34
Australian Open,2021-02-13,Ruud C.,Albot R.,1.32,3.4
Australian Open,2021-02-13,Mcdonald M.,Harris L.,2.09,1.75
Australian Open,2021-02-13,Medvedev D.,Krajinovic F.,1.05,10.07
Australian Open,2021-02-13,Tsitsipas S.,Ymer M.,1.04,12.17
Australian Open,2021-02-13,Rublev A.,Lopez F.,1.03,13.97
Australian Open,2021-02-13,Berrettini M.,Khachanov K.,1.4,2.95
Australian Open,2021-02-13,Fognini F.,De Minaur A.,5.59,1.14
Australian Open,2021-02-13,Nadal R.,Norrie C.,1.02,15.15
Australian Open,2021-02-14,Karatsev A.,Auger-Aliassime F.,2.53,1.52
Australian Open,2021-02-14,Dimitrov G.,Thiem D.,3.45,1.31
Australian Open,2021-02-14,Zverev A.,Lajovic D.,1.06,9.75
Australian Open,2021-02-14,Djokovic N.,Raonic M.,1.46,2.73
Australian Open,2021-02-15,Medvedev D.,Mcdonald M.,1.04,12.13
Australian Open,2021-02-15,Rublev A.,Ruud C.,1.09,7.46
Australian Open,2021-02-15,Nadal R.,Fognini F.,1.15,5.43
Australian Open,2021-02-15,Tsitsipas S.,Berrettini M.,1.26,3.9
Australian Open,2021-02-16,Karatsev A.,Dimitrov G.,3.42,1.32
Australian Open,2021-02-16,Djokovic N.,Zverev A.,1.58,2.4
Australian Open,2021-02-17,Medvedev D.,Rublev A.,1.42,2.89
Australian Open,2021-02-17,Tsitsipas S.,Nadal R.,2.9,1.42
Australian Open,2021-02-18,Djokovic N.,Karatsev A.,1.07,8.72
Australian Open,2021-02-19,Medvedev D.,Tsitsipas S.,1.41,2.97
Australian Open,2021-02-21,Djokovic N.,Medvedev D.,1.84,2.0
Cordoba Open,2021-02-22,Kovalik J.,Galan D.E.,2.15,1.7
Cordoba Open,2021-02-22,Jarry N.,Munar J.,3.52,1.3
Cordoba Open,2021-02-23,Carballes Baena R.,Sousa J.,1.26,3.82
Cordoba Open,2021-02-23,Cecchinato M.,Dellien H.,1.37,3.1
Cordoba Open,2021-02-23,Coria F.,Koepfer D.,1.67,2.2
Cordoba Open,2021-02-23,Cerundolo J.M.,Seyboth Wild T.,2.96,1.4
Cordoba Open,2021-02-23,Bagnis F.,Kicker N.,1.21,4.39
Cordoba Open,2021-02-23,Etcheverry T.,Martin A.,1.81,2.0
Cordoba Open,2021-02-23,Ramos-Vinolas A.,Londero J.I.,2.17,1.69
Cordoba Open,2021-02-23,Cerundolo F.,Mager G.,1.58,2.38
Cordoba Open,2021-02-24,Delbonis F.,Sousa P.,1.53,2.5
Cordoba Open,2021-02-24,Monteiro T.,Menezes J.,1.25,3.9
Cordoba Open,2021-02-24,Kovalik J.,Barrios M.,1.62,2.28
Cordoba Open,2021-02-24,Coria F.,Cerundolo F.,2.27,1.63
Cordoba Open,2021-02-24,Bagnis F.,Delbonis F.,2.09,1.74
Cordoba Open,2021-02-25,Paire B.,Jarry N.,2.61,1.49
Cordoba Open,2021-02-25,Monteiro T.,Carballes Baena R.,1.4,2.9
Cordoba Open,2021-02-25,Cerundolo J.M.,Kecmanovic M.,2.8,1.44
Cordoba Open,2021-02-25,Schwartzman D.,Cecchinato M.,1.32,3.36
Cordoba Open,2021-02-25,Ramos-Vinolas A.,Etcheverry T.,1.58,2.37
Cordoba Open,2021-02-26,Cerundolo J.M.,Monteiro T.,3.78,1.27
Cordoba Open,2021-02-26,Coria F.,Paire B.,1.79,2.0
Cordoba Open,2021-02-26,Bagnis F.,Kovalik J.,1.52,2.53
Cordoba Open,2021-02-26,Ramos-Vinolas A.,Schwartzman D.,6.56,1.11
Cordoba Open,2021-02-27,Cerundolo J.M.,Coria F.,2.72,1.46
Cordoba Open,2021-02-28,Ramos-Vinolas A.,Bagnis F.,1.73,2.12
Cordoba Open,2021-02-28,Cerundolo J.M.,Ramos-Vinolas A.,2.6,1.5
Open Sud de France,2021-02-22,Humbert U.,Gombos N.,1.19,4.7
Open Sud de France,2021-02-22,Sonego L.,Gaston H.,1.42,2.83
Open Sud de France,2021-02-22,Korda S.,Tsonga J.W.,1.39,2.97
Open Sud de France,2021-02-23,Griekspoor T.,Giron M.,2.39,1.57
Open Sud de France,2021-02-23,Gojowczyk P.,Struff J.L.,3.14,1.35
Open Sud de France,2021-02-23,Bonzi B.,Pouille L.,1.63,2.27
Open Sud de France,2021-02-23,Vesely J.,Ymer M.,1.89,1.9
Open Sud de France,2021-02-23,Novak D.,Simon G.,2.22,1.65
Open Sud de France,2021-02-23,Gerasimov E.,Murray A.,2.53,1.51
Open Sud de France,2021-02-24,Davidovich Fokina A.,Zapata Miralles B.,1.63,2.27
Open Sud de France,2021-02-24,Bedene A.,Sinner J.,4.53,1.2
Open Sud de France,2021-02-24,Barrere G.,Basilashvili N.,1.56,2.43
Open Sud de France,2021-02-24,Sonego L.,Korda S.,2.39,1.57
Open Sud de France,2021-02-24,Humbert U.,Griekspoor T.,1.22,4.25
Open Sud de France,2021-02-24,Goffin D.,Bonzi B.,1.59,2.35
Open Sud de France,2021-02-25,Gerasimov E.,Bedene A.,2.06,1.75
Open Sud de France,2021-02-25,Gojowczyk P.,Vesely J.,2.5,1.52
Open Sud de France,2021-02-25,Davidovich Fokina A.,Hurkacz H.,2.22,1.65
Open Sud de France,2021-02-25,Novak D.,Lajovic D.,1.99,1.82
Open Sud de France,2021-02-25,Bautista Agut R.,Barrere G.,1.32,3.35
Open Sud de France,2021-02-26,Goffin D.,Sonego L.,2.05,1.77
Open Sud de France,2021-02-26,Gerasimov E.,Davidovich Fokina A.,2.04,1.77
Open Sud de France,2021-02-26,Gojowczyk P.,Novak D.,1.98,1.82
Open Sud de France,2021-02-26,Bautista Agut R.,Humbert U.,1.79,2.01
Open Sud de France,2021-02-27,Goffin D.,Gerasimov E.,1.51,2.58
Open Sud de France,2021-02-27,Bautista Agut R.,Gojowczyk P.,1.16,5.17
Open Sud de France,2021-02-28,Goffin D.,Bautista Agut R.,2.9,1.41
Singapore Open,2021-02-22,Daniel T.,Ramanathan R.,1.44,2.78
Singapore Open,2021-02-22,Cressy M.,Jung J.,1.48,2.63
Singapore Open,2021-02-22,Andreev A.,Harris L.,4.59,1.19
Singapore Open,2021-02-22,Popyrin A.,Eubanks C.,1.51,2.55
Singapore Open,2021-02-22,Nishioka Y.,Mmoh M.,1.66,2.22
Singapore Open,2021-02-23,Uchiyama Y.,Polmans M.,1.7,2.15
Singapore Open,2021-02-23,Albot R.,Smith J.P.,1.39,3.01
Singapore Open,2021-02-23,Hanfmann Y.,Duckworth J.,2.28,1.62
Singapore Open,2021-02-23,Celikbilek A.,Mochizuki S.,1.31,3.45
Singapore Open,2021-02-24,Kwon S.W.,Kwiatkowski T.S.,1.39,2.98
Singapore Open,2021-02-24,Marcora R.,Gulbis E.,1.95,1.85
Singapore Open,2021-02-24,Ebden M.,Bhambri Y.,1.33,3.28
Singapore Open,2021-02-24,Cilic M.,Daniel T.,1.3,3.53
Singapore Open,2021-02-24,Nishioka Y.,Cressy M.,1.69,2.16
