Tournament,Date,Winner,Loser,AvgW,AvgL
Brisbane International,2017-12-31,Dolgopolov O.,Schwartzman D.,2.17,1.68
Brisbane International,2017-12-31,De Minaur A.,Johnson S.,2.96,1.39
Brisbane International,2018-01-01,Harrison R.,Mayer L.,1.67,2.17
Brisbane International,2018-01-01,Ebden M.,Tiafoe F.,2.37,1.58
Brisbane International,2018-01-01,Zverev M.,Smith J.P.,1.44,2.73
Brisbane International,2018-01-01,Zeballos H.,Escobedo E.,2.2,1.66
Brisbane International,2018-01-01,Donaldson J.,Thompson J.,1.89,1.89
Brisbane International,2018-01-02,Mmoh M.,Delbonis F.,1.77,2.03
Brisbane International,2018-01-02,Chung H.,Muller G.,1.59,2.35
Brisbane International,2018-01-02,Edmund K.,Shapovalov D.,1.74,2.08
Brisbane International,2018-01-02,Istomin D.,Dzumhur D.,2.53,1.51
Brisbane International,2018-01-02,Millman J.,Polansky P.,1.33,3.27
Brisbane International,2018-01-03,Dolgopolov O.,Zeballos H.,1.34,3.2
Brisbane International,2018-01-03,Kyrgios N.,Ebden M.,1.16,5.18
Brisbane International,2018-01-03,Mmoh M.,Zverev M.,2.4,1.56
Brisbane International,2018-01-03,De Minaur A.,Raonic M.,4.4,1.2
Brisbane International,2018-01-04,Istomin D.,Donaldson J.,1.92,1.87
Brisbane International,2018-01-04,Harrison R.,Hanfmann Y.,1.34,3.21
Brisbane International,2018-01-04,Edmund K.,Chung H.,2.06,1.74
Brisbane International,2018-01-04,Dimitrov G.,Millman J.,1.17,4.85
Brisbane International,2018-01-05,De Minaur A.,Mmoh M.,1.73,2.11
Brisbane International,2018-01-05,Kyrgios N.,Dolgopolov O.,1.45,2.77
Brisbane International,2018-01-05,Harrison R.,Istomin D.,1.88,1.92
Brisbane International,2018-01-05,Dimitrov G.,Edmund K.,1.36,3.18
Brisbane International,2018-01-06,Harrison R.,De Minaur A.,1.65,2.25
Brisbane International,2018-01-06,Kyrgios N.,Dimitrov G.,2.05,1.77
Brisbane International,2018-01-07,Kyrgios N.,Harrison R.,1.21,4.5
Qatar Exxon Mobil Open,2018-01-01,Rublev A.,Stebe C.M.,1.49,2.59
Qatar Exxon Mobil Open,2018-01-01,Verdasco F.,Sela D.,1.4,2.92
Qatar Exxon Mobil Open,2018-01-01,Thiem D.,Donskoy E.,1.21,4.26
Qatar Exxon Mobil Open,2018-01-01,Basilashvili N.,Fabbiano T.,1.68,2.16
Qatar Exxon Mobil Open,2018-01-01,Tsitsipas S.,Mayer F.,1.52,2.49
Qatar Exxon Mobil Open,2018-01-02,Coric B.,Carreno Busta P.,1.75,2.06
Qatar Exxon Mobil Open,2018-01-02,Basic M.,Haider-Maurer A.,1.23,4.08
Qatar Exxon Mobil Open,2018-01-02,Lopez F.,Garcia-Lopez G.,1.55,2.42
Qatar Exxon Mobil Open,2018-01-02,Gojowczyk P.,Krajinovic F.,2.14,1.7
Qatar Exxon Mobil Open,2018-01-02,Bedene A.,Jaziri M.,1.57,2.38
Qatar Exxon Mobil Open,2018-01-02,Berrettini M.,Troicki V.,2.27,1.62
Qatar Exxon Mobil Open,2018-01-02,Struff J.L.,Berdych T.,3.14,1.35
Qatar Exxon Mobil Open,2018-01-02,Travaglia S.,Al Mutawa J.,1.01,18.89
Qatar Exxon Mobil Open,2018-01-02,Gasquet R.,Estrella Burgos V.,1.11,6.45
Qatar Exxon Mobil Open,2018-01-02,Pella G.,Ramos-Vinolas A.,1.92,1.86
Qatar Exxon Mobil Open,2018-01-02,Monfils G.,Lorenzi P.,1.23,4.04
Qatar Exxon Mobil Open,2018-01-03,Coric B.,Basilashvili N.,1.46,2.66
Qatar Exxon Mobil Open,2018-01-03,Basic M.,Lopez F.,2.67,1.46
Qatar Exxon Mobil Open,2018-01-03,Rublev A.,Verdasco F.,2.17,1.68
Qatar Exxon Mobil Open,2018-01-03,Gojowczyk P.,Berrettini M.,1.57,2.38
Qatar Exxon Mobil Open,2018-01-03,Thiem D.,Bedene A.,1.3,3.47
Qatar Exxon Mobil Open,2018-01-03,Pella G.,Travaglia S.,1.44,2.73
Qatar Exxon Mobil Open,2018-01-03,Monfils G.,Struff J.L.,1.61,2.3
Qatar Exxon Mobil Open,2018-01-03,Tsitsipas S.,Gasquet R.,3.04,1.37
Qatar Exxon Mobil Open,2018-01-04,Pella G.,Basic M.,1.52,2.5
Qatar Exxon Mobil Open,2018-01-04,Rublev A.,Coric B.,2.06,1.76
Qatar Exxon Mobil Open,2018-01-04,Thiem D.,Tsitsipas S.,1.39,2.98
Qatar Exxon Mobil Open,2018-01-04,Monfils G.,Gojowczyk P.,1.52,2.54
Qatar Exxon Mobil Open,2018-01-05,Rublev A.,Pella G.,1.52,2.54
Qatar Exxon Mobil Open,2018-01-05,Monfils G.,Thiem D.,2.52,1.53
Qatar Exxon Mobil Open,2018-01-06,Monfils G.,Rublev A.,1.62,2.3
Tata Open,2018-01-01,Jarry N.,Andujar P.,1.37,3.04
Tata Open,2018-01-01,Fucsovics M.,Kicker N.,1.24,3.99
Tata Open,2018-01-01,Kukushkin M.,Albot R.,1.59,2.35
Tata Open,2018-01-01,Ojeda Lara R.,Vesely J.,3.19,1.34
Tata Open,2018-01-01,Herbert P.H.,Cecchinato M.,1.26,3.74
Tata Open,2018-01-01,Simon G.,Sandgren T.,1.46,2.68
Tata Open,2018-01-01,Ramanathan R.,Carballes Baena R.,1.65,2.21
Tata Open,2018-01-02,Ivashka I.,Nagal S.,1.65,2.23
Tata Open,2018-01-02,Djere L.,Copil M.,2.82,1.42
