Tournament,Date,Winner,Loser,AvgW,AvgL
Qatar Exxon Mobil Open,03/01/2008,Davydenko N.,Tursunov D.,1.26,3.91
Qatar Exxon Mobil Open,04/01/2008,Wawrinka S.,Ljubicic I.,2.06,1.74
Qatar Exxon Mobil Open,04/01/2008,Murray A.,Davydenko N.,1.62,2.25
Qatar Exxon Mobil Open,05/01/2008,Murray A.,Wawrinka S.,1.3,3.58
Heineken Open,07/01/2008,Melzer J.,Eschauer W.,1.32,3.39
Heineken Open,07/01/2008,Almagro N.,Acasuso J.,1.6,2.31
Heineken Open,07/01/2008,Benneteau J.,Sela D.,1.63,2.25
Heineken Open,07/01/2008,Chela J.I.,King-Turner D.,1.06,9.75
Heineken Open,07/01/2008,Mayer F.,Querrey S.,2.55,1.5
Heineken Open,07/01/2008,Montanes A.,Statham R.,1.18,5.07
Heineken Open,07/01/2008,Rochus O.,Berrer M.,1.66,2.18
Heineken Open,07/01/2008,Kohlschreiber P.,Russell M.,1.35,3.21
Heineken Open,07/01/2008,Massu N.,Jones G.D.,1.16,5.08
Heineken Open,07/01/2008,Roitman S.,Rosol L.,1.75,2.07
Heineken Open,08/01/2008,Cilic M.,Cakl T.,1.24,3.94
Heineken Open,08/01/2008,Ferrero J.C.,Levine J.,1.19,4.63
Heineken Open,08/01/2008,Llodra M.,Lee H.T.,1.87,1.89
Heineken Open,08/01/2008,Ferrer D.,Hernandez O.,1.04,11.85
Heineken Open,08/01/2008,Malisse X.,Nieminen J.,1.79,1.99
Heineken Open,09/01/2008,Monaco J.,Johansson T.,2.0,1.79
Heineken Open,09/01/2008,Benneteau J.,Almagro N.,2.43,1.55
Heineken Open,09/01/2008,Mayer F.,Chela J.I.,2.36,1.58
Heineken Open,09/01/2008,Kohlschreiber P.,Cilic M.,1.41,3.24
Heineken Open,09/01/2008,Llodra M.,Montanes A.,,
Heineken Open,09/01/2008,Ferrer D.,Roitman S.,1.07,13.0
Heineken Open,09/01/2008,Ferrero J.C.,Melzer J.,1.61,2.53
Heineken Open,09/01/2008,Massu N.,Malisse X.,3.77,1.33
Heineken Open,09/01/2008,Monaco J.,Rochus O.,1.61,2.36
Heineken Open,09/01/2008,Kohlschreiber P.,Mayer F.,1.56,2.39
Heineken Open,10/01/2008,Ferrero J.C.,Massu N.,1.46,2.65
Heineken Open,10/01/2008,Monaco J.,Llodra M.,1.61,2.29
Heineken Open,10/01/2008,Benneteau J.,Ferrer D.,4.98,1.17
Heineken Open,11/01/2008,Kohlschreiber P.,Monaco J.,2.17,1.67
Heineken Open,11/01/2008,Ferrero J.C.,Benneteau J.,1.57,2.38
Heineken Open,12/01/2008,Kohlschreiber P.,Ferrero J.C.,2.08,1.74
Medibank International,07/01/2008,Grosjean S.,Luczak P.,1.58,2.35
Medibank International,07/01/2008,Berdych T.,Volandri F.,1.13,6.05
Medibank International,07/01/2008,Verdasco F.,Lopez F.,1.73,2.07
Medibank International,07/01/2008,Calleri A.,Jones G.,1.1,7.32
Medibank International,07/01/2008,Santoro F.,Blake J.,3.82,1.26
Medibank International,07/01/2008,Simon G.,Fish M.,2.46,1.54
Medibank International,07/01/2008,Gasquet R.,Andreev I.,1.37,3.08
Medibank International,08/01/2008,Guccione C.,Martin A.,1.37,3.06
Medibank International,08/01/2008,Seppi A.,Tsonga J.W.,3.14,1.36
Medibank International,08/01/2008,Stepanek R.,Robredo T.,2.52,1.52
Medibank International,08/01/2008,Tursunov D.,Wawrinka S.,2.06,1.75
Medibank International,08/01/2008,Korolev E.,Mathieu P.H.,,
Medibank International,08/01/2008,Hewitt L.,Mahut N.,1.19,4.59
Medibank International,08/01/2008,Darcis S.,Sirianni J.,1.64,2.23
Medibank International,08/01/2008,Minar I.,Jones A.,1.57,2.38
Medibank International,08/01/2008,Moya C.,Koubek S.,1.73,2.08
Medibank International,09/01/2008,Tursunov D.,Gasquet R.,2.7,1.45
Medibank International,09/01/2008,Stepanek R.,Seppi A.,1.41,2.87
Medibank International,09/01/2008,Berdych T.,Simon G.,1.42,2.86
Medibank International,09/01/2008,Korolev E.,Minar I.,1.81,1.96
Medibank International,09/01/2008,Grosjean S.,Verdasco F.,2.44,1.54
Medibank International,09/01/2008,Santoro F.,Darcis S.,1.6,2.32
Medibank International,09/01/2008,Guccione C.,Hewitt L.,4.73,1.18
Medibank International,09/01/2008,Calleri A.,Moya C.,2.16,1.67
Medibank International,10/01/2008,Stepanek R.,Calleri A.,1.63,2.23
Medibank International,10/01/2008,Guccione C.,Berdych T.,3.18,1.36
Medibank International,10/01/2008,Tursunov D.,Grosjean S.,1.55,2.4
Medibank International,10/01/2008,Santoro F.,Korolev E.,1.44,2.71
Medibank International,11/01/2008,Guccione C.,Stepanek R.,2.42,1.55
Medibank International,11/01/2008,Tursunov D.,Santoro F.,1.62,2.26
Medibank International,12/01/2008,Tursunov D.,Guccione C.,1.54,2.46
Australian Open,14/01/2008,Karlovic I.,Baker J.,1.14,5.71
Australian Open,14/01/2008,Capdeville P.,Klein B.,1.33,3.21
Australian Open,14/01/2008,Schuettler R.,Clement A.,1.98,1.8
Australian Open,14/01/2008,Fish M.,Pashanski B.,1.13,5.93
Australian Open,14/01/2008,Mathieu P.H.,Hanescu V.,1.19,4.59
Australian Open,14/01/2008,Levine J.,Vassallo-Arguello M.,1.41,2.87
Australian Open,14/01/2008,Gicquel M.,Lu Y.H.,1.55,2.43
Australian Open,14/01/2008,Nieminen J.,Dancevic F.,1.21,4.46
Australian Open,14/01/2008,Simon G.,Reynolds B.,1.19,4.57
Australian Open,14/01/2008,Robredo T.,Zverev M.,1.18,4.7
Australian Open,14/01/2008,Sela D.,Slanar M.,1.25,3.97
Australian Open,14/01/2008,Andreev I.,Pavel A.,1.36,3.13
Australian Open,14/01/2008,Roddick A.,Dlouhy L.,1.02,18.9
Australian Open,14/01/2008,Vliegen K.,Patience O.,1.25,3.92
Australian Open,14/01/2008,Tsonga J.W.,Murray A.,5.1,1.16
Australian Open,14/01/2008,Berrer M.,Young D.,1.67,2.17
Australian Open,14/01/2008,Garcia-Lopez G.,Chela J.I.,3.88,1.26
Australian Open,14/01/2008,Falla A.,Anderson K.,1.39,2.93
Australian Open,14/01/2008,Seppi A.,Levy H.,1.27,3.75
Australian Open,14/01/2008,Davydenko N.,Llodra M.,1.18,4.79
Australian Open,14/01/2008,Mahut N.,Acasuso J.,1.76,2.04
Australian Open,14/01/2008,Warburg S.,Brzezicki J.P.,1.67,2.17
Australian Open,14/01/2008,Youzhny M.,Montcourt M.,1.03,12.75
Australian Open,14/01/2008,Gasquet R.,Lindahl N.,1.03,14.35
Australian Open,14/01/2008,Calleri A.,Horna L.,1.26,3.84
Australian Open,14/01/2008,Kohlschreiber P.,Karanusic R.,1.15,5.33
Australian Open,14/01/2008,Lopez F.,Odesnik W.,1.38,3.01
Australian Open,14/01/2008,Serra F.,Mayer F.,2.06,1.74
Australian Open,14/01/2008,Wawrinka S.,Benneteau J.,1.31,3.41
Australian Open,14/01/2008,Korolev E.,Granollers M.,1.33,3.32
Australian Open,14/01/2008,Koubek S.,Moya C.,2.96,1.39
Australian Open,14/01/2008,Nadal R.,Troicki V.,1.02,17.3
Australian Open,15/01/2008,Verdasco F.,Ascione T.,1.14,5.65
Australian Open,15/01/2008,Djokovic N.,Becker B.,1.05,10.26
Australian Open,15/01/2008,Haase R.,Ljubicic I.,3.58,1.29
Australian Open,15/01/2008,Jones A.,Montanes A.,1.53,2.49
Australian Open,15/01/2008,Delic A.,Kendrick R.,1.6,2.3
Australian Open,15/01/2008,Monaco J.,Berlocq C.,1.13,6.13
Australian Open,15/01/2008,Bolelli S.,Ram A.,1.68,2.16
Australian Open,15/01/2008,Tipsarevic J.,Sirianni J.,1.44,2.73
Australian Open,15/01/2008,Baghdatis M.,Johansson T.,1.26,3.8
Australian Open,15/01/2008,Grosjean S.,Volandri F.,1.16,5.11
Australian Open,15/01/2008,Lee H.T.,Guccione C.,2.71,1.44
Australian Open,15/01/2008,Nalbandian D.,Smeets R.,1.06,9.7
Australian Open,15/01/2008,Istomin D.,Lacko L.,2.37,1.57
Australian Open,15/01/2008,Cilic M.,Almagro N.,1.86,1.89
Australian Open,15/01/2008,Gremelmayr D.,Roitman S.,1.58,2.33
Australian Open,15/01/2008,Querrey S.,Rochus O.,1.97,1.8
Australian Open,15/01/2008,Safin M.,Gulbis E.,1.41,2.86
Australian Open,15/01/2008,Hewitt L.,Darcis S.,1.13,6.18
Australian Open,15/01/2008,Ferrero J.C.,Kiefer N.,1.83,1.94
Australian Open,15/01/2008,Ferrer D.,Roger-Vasselin E.,1.06,9.64
Australian Open,15/01/2008,Melzer J.,Vanek J.,1.23,4.15
Australian Open,15/01/2008,Luczak P.,Zabaleta M.,1.32,3.4
Australian Open,15/01/2008,Blake J.,Massu N.,1.28,3.69
Australian Open,15/01/2008,Berdych T.,Eschauer W.,1.04,13.54
Australian Open,15/01/2008,Hernandez O.,Minar I.,5.65,1.14
Australian Open,15/01/2008,Tursunov D.,Malisse X.,1.56,2.43
Australian Open,15/01/2008,Russell M.,Fognini F.,1.3,3.48
Australian Open,15/01/2008,Santoro F.,Isner J.,1.41,2.85
Australian Open,15/01/2008,Spadea V.,Stepanek R.,3.83,1.26
Australian Open,15/01/2008,Del Potro J.M.,Ventura S.,1.25,3.98
Australian Open,15/01/2008,Gonzalez F.,Economidis K.,1.06,9.0
Australian Open,15/01/2008,Federer R.,Hartfield D.,1.01,33.9
Australian Open,16/01/2008,Mathieu P.H.,Capdeville P.,1.15,5.3
Australian Open,16/01/2008,Garcia-Lopez G.,Falla A.,1.68,2.16
Australian Open,16/01/2008,Koubek S.,Calleri A.,2.05,1.75
Australian Open,16/01/2008,Nieminen J.,Levine J.,1.13,5.9
Australian Open,16/01/2008,Karlovic I.,Sela D.,1.32,3.37
Australian Open,16/01/2008,Tsonga J.W.,Warburg S.,1.08,7.64
Australian Open,16/01/2008,Gicquel M.,Wawrinka S.,5.03,1.16
Australian Open,16/01/2008,Nadal R.,Serra F.,1.04,11.65
Australian Open,16/01/2008,Youzhny M.,Seppi A.,1.15,5.29
Australian Open,16/01/2008,Fish M.,Robredo T.,1.97,1.81
Australian Open,16/01/2008,Simon G.,Schuettler R.,1.66,2.19
Australian Open,16/01/2008,Andreev I.,Vliegen K.,1.62,2.25
Australian Open,16/01/2008,Davydenko N.,Mahut N.,1.11,6.81
Australian Open,16/01/2008,Kohlschreiber P.,Korolev E.,1.24,4.09
Australian Open,16/01/2008,Gasquet R.,Lopez F.,1.29,3.53
Australian Open,16/01/2008,Roddick A.,Berrer M.,1.04,12.25
Australian Open,17/01/2008,Berdych T.,Hernandez O.,1.02,18.7
Australian Open,17/01/2008,Ferrero J.C.,Jones A.,1.05,10.6
Australian Open,17/01/2008,Monaco J.,Delic A.,1.27,3.73
Australian Open,17/01/2008,Tipsarevic J.,Verdasco F.,3.2,1.35
Australian Open,17/01/2008,Federer R.,Santoro F.,1.01,20.3
Australian Open,17/01/2008,Djokovic N.,Bolelli S.,1.02,19.2
Australian Open,17/01/2008,Hewitt L.,Istomin D.,1.02,15.8
Australian Open,17/01/2008,Ferrer D.,Del Potro J.M.,1.16,5.15
Australian Open,17/01/2008,Querrey S.,Tursunov D.,4.0,1.24
Australian Open,17/01/2008,Cilic M.,Melzer J.,1.56,2.4
Australian Open,17/01/2008,Grosjean S.,Haase R.,1.62,2.27
Australian Open,17/01/2008,Spadea V.,Gremelmayr D.,1.35,3.21
Australian Open,17/01/2008,Nalbandian D.,Luczak P.,1.05,10.67
Australian Open,17/01/2008,Gonzalez F.,Lee H.T.,1.3,3.49
Australian Open,17/01/2008,Blake J.,Russell M.,1.1,6.96
Australian Open,17/01/2008,Baghdatis M.,Safin M.,1.6,2.32
Australian Open,18/01/2008,Davydenko N.,Gicquel M.,1.06,9.24
Australian Open,18/01/2008,Tsonga J.W.,Garcia-Lopez G.,1.22,4.26
Australian Open,18/01/2008,Youzhny M.,Karlovic I.,1.42,2.84
Australian Open,18/01/2008,Mathieu P.H.,Koubek S.,1.55,2.44
Australian Open,18/01/2008,Nadal R.,Simon G.,1.05,10.2
Australian Open,18/01/2008,Gasquet R.,Andreev I.,1.25,3.9
Australian Open,18/01/2008,Nieminen J.,Fish M.,1.9,1.86
Australian Open,18/01/2008,Kohlschreiber P.,Roddick A.,5.06,1.16
Australian Open,19/01/2008,Berdych T.,Monaco J.,1.29,3.57
Australian Open,19/01/2008,Blake J.,Grosjean S.,1.28,3.69
Australian Open,19/01/2008,Cilic M.,Gonzalez F.,2.76,1.43
Australian Open,19/01/2008,Federer R.,Tipsarevic J.,1.01,24.3
Australian Open,19/01/2008,Djokovic N.,Querrey S.,1.06,9.64
Australian Open,19/01/2008,Hewitt L.,Baghdatis M.,2.31,1.6
Australian Open,20/01/2008,Ferrero J.C.,Nalbandian D.,3.01,1.38
Australian Open,20/01/2008,Ferrer D.,Spadea V.,1.04,11.65
Australian Open,20/01/2008,Nieminen J.,Kohlschreiber P.,2.58,1.49
Australian Open,20/01/2008,Tsonga J.W.,Gasquet R.,2.81,1.42
Australian Open,20/01/2008,Youzhny M.,Davydenko N.,2.25,1.63
Australian Open,20/01/2008,Nadal R.,Mathieu P.H.,1.14,5.87
Australian Open,21/01/2008,Blake J.,Cilic M.,1.59,2.33
Australian Open,21/01/2008,Federer R.,Berdych T.,1.08,8.5
Australian Open,21/01/2008,Ferrer D.,Ferrero J.C.,1.51,2.53
Australian Open,21/01/2008,Djokovic N.,Hewitt L.,1.18,4.72
Australian Open,22/01/2008,Nadal R.,Nieminen J.,1.07,8.68
Australian Open,22/01/2008,Tsonga J.W.,Youzhny M.,2.85,1.42
Australian Open,23/01/2008,Djokovic N.,Ferrer D.,1.37,3.14
Australian Open,23/01/2008,Federer R.,Blake J.,1.05,10.5
Australian Open,24/01/2008,Tsonga J.W.,Nadal R.,3.7,1.29
Australian Open,25/01/2008,Djokovic N.,Federer R.,3.29,1.35
Australian Open,27/01/2008,Djokovic N.,Tsonga J.W.,1.36,3.28
Movistar Open,28/01/2008,Ventura S.,Gaudio G.,1.43,2.79
Movistar Open,28/01/2008,Brzezicki J.P.,Hernandez O.,2.72,1.44
Movistar Open,28/01/2008,Cuevas P.,Coria G.,1.58,2.37
Movistar Open,28/01/2008,Acasuso J.,Luczak P.,1.4,2.94
Movistar Open,28/01/2008,Hartfield D.,Zabaleta M.,1.84,1.91
Movistar Open,28/01/2008,Monaco J.,Lapentti N.,1.16,5.08
Movistar Open,29/01/2008,Roitman S.,Massu N.,2.57,1.5
Movistar Open,29/01/2008,Granollers M.,Pashanski B.,,
Movistar Open,29/01/2008,Gimeno-Traver D.,Schwank E.,,
Movistar Open,29/01/2008,Fognini F.,Chela J.I.,2.36,1.58
Movistar Open,29/01/2008,Verdasco F.,Podlipnik H.,1.04,11.85
Movistar Open,29/01/2008,Vassallo-Arguello M.,Patience O.,1.47,2.69
Movistar Open,29/01/2008,Berlocq C.,Devilder N.,1.4,2.9
Movistar Open,29/01/2008,Marrero D.,Garcia A.,1.79,2.02
Movistar Open,29/01/2008,Horna L.,Calleri A.,2.3,1.6
Movistar Open,30/01/2008,Gonzalez F.,Capdeville P.,1.24,4.03
Movistar Open,30/01/2008,Brzezicki J.P.,Granollers M.,2.22,1.65
Movistar Open,30/01/2008,Acasuso J.,Gimeno-Traver D.,1.28,3.64
Movistar Open,30/01/2008,Monaco J.,Vassallo-Arguello M.,1.19,4.61
Movistar Open,31/01/2008,Cuevas P.,Verdasco F.,4.13,1.23
Movistar Open,31/01/2008,Fognini F.,Marrero D.,1.34,3.27
Movistar Open,31/01/2008,Ventura S.,Roitman S.,2.1,1.71
Movistar Open,31/01/2008,Berlocq C.,Horna L.,2.51,1.52
Movistar Open,01/02/2008,Gonzalez F.,Hartfield D.,1.23,4.18
Movistar Open,01/02/2008,Ventura S.,Fognini F.,1.85,1.92
Movistar Open,01/02/2008,Monaco J.,Brzezicki J.P.,1.22,4.19
Movistar Open,01/02/2008,Cuevas P.,Acasuso J.,3.36,1.32
Movistar Open,02/02/2008,Gonzalez F.,Berlocq C.,1.23,4.09
Movistar Open,02/02/2008,Monaco J.,Ventura S.,1.25,3.88
Movistar Open,03/02/2008,Gonzalez F.,Cuevas P.,1.28,3.67
Movistar Open,03/02/2008,Gonzalez F.,Monaco J.,,
Brasil Open,11/02/2008,Montanes A.,Devilder N.,1.4,2.92
Brasil Open,11/02/2008,Fognini F.,Vanek J.,1.38,3.04
Brasil Open,11/02/2008,Pashanski B.,Vassallo-Arguello M.,2.38,1.56
Brasil Open,11/02/2008,Lapentti N.,Bellucci T.,1.37,3.1
Brasil Open,12/02/2008,Moya C.,Ventura S.,1.34,3.26
Brasil Open,12/02/2008,Schwank E.,Andreev I.,4.46,1.21
Brasil Open,12/02/2008,Coria G.,Aldi F.,1.64,2.25
Brasil Open,12/02/2008,Minar I.,Starace P.,3.18,1.35
Brasil Open,12/02/2008,Hernandez O.,Cuevas P.,2.07,1.73
Brasil Open,12/02/2008,Almagro N.,Massu N.,1.43,2.78
Brasil Open,12/02/2008,Roitman S.,Calleri A.,2.32,1.59
Brasil Open,12/02/2008,Volandri F.,Munoz de la Nava D.,1.21,4.15
Brasil Open,12/02/2008,Luczak P.,Daniel M.,1.96,1.81
Brasil Open,12/02/2008,Patience O.,Brzezicki J.P.,2.32,1.59
Brasil Open,12/02/2008,Decoud S.,Acasuso J.,6.41,1.13
Brasil Open,13/02/2008,Berlocq C.,Kuerten G.,1.28,3.65
Brasil Open,13/02/2008,Fognini F.,Montanes A.,2.26,1.62
Brasil Open,13/02/2008,Hernandez O.,Roitman S.,2.21,1.65
Brasil Open,13/02/2008,Minar I.,Berlocq C.,2.29,1.6
Brasil Open,13/02/2008,Moya C.,Patience O.,1.21,4.29
Brasil Open,14/02/2008,Almagro N.,Pashanski B.,1.24,3.98
Brasil Open,14/02/2008,Volandri F.,Coria G.,1.41,2.86
Brasil Open,14/02/2008,Lapentti N.,Decoud S.,1.34,3.25
Brasil Open,14/02/2008,Schwank E.,Luczak P.,1.69,2.14
Brasil Open,15/02/2008,Fognini F.,Minar I.,1.64,2.2
Brasil Open,15/02/2008,Almagro N.,Volandri F.,1.58,2.39
Brasil Open,15/02/2008,Lapentti N.,Schwank E.,1.86,1.91
Brasil Open,16/02/2008,Moya C.,Hernandez O.,1.27,3.75
Brasil Open,16/02/2008,Almagro N.,Fognini F.,1.22,4.22
Brasil Open,16/02/2008,Moya C.,Lapentti N.,1.33,3.3
Brasil Open,17/02/2008,Almagro N.,Moya C.,1.52,2.53
International Championships,11/02/2008,Ginepri R.,Montcourt M.,1.33,3.32
International Championships,11/02/2008,Navarro-Pastor I.,Serra F.,3.21,1.35
International Championships,11/02/2008,Garcia-Lopez G.,Odesnik W.,1.68,2.16
International Championships,11/02/2008,Capdeville P.,Bowles C.,1.11,6.95
International Championships,12/02/2008,Hartfield D.,Haas T.,4.01,1.24
International Championships,12/02/2008,Reynolds B.,Malisse X.,4.43,1.21
International Championships,12/02/2008,Russell M.,Bogomolov A.,1.49,2.62
International Championships,12/02/2008,Kunitsyn I.,Becker B.,2.42,1.55
International Championships,12/02/2008,Muller G.,Levine J.,2.03,1.75
International Championships,12/02/2008,Fish M.,Crugnola M.,1.08,8.42
International Championships,13/02/2008,Mirnyi M.,Gregorc L.,,
International Championships,13/02/2008,Blake J.,Kendrick R.,1.11,6.61
International Championships,13/02/2008,Querrey S.,Schukin Y.,1.15,5.85
International Championships,13/02/2008,Spadea V.,Gremelmayr D.,1.36,3.14
International Championships,13/02/2008,Nishikori K.,Mayer F.,2.07,1.73
International Championships,14/02/2008,Delic A.,Young D.,1.84,1.91
International Championships,14/02/2008,Ginepri R.,Russell M.,1.57,2.37
International Championships,14/02/2008,Fish M.,Navarro-Pastor I.,1.14,5.51
International Championships,14/02/2008,Reynolds B.,Hartfield D.,1.8,1.97
International Championships,14/02/2008,Nishikori K.,Delic A.,2.55,1.5
International Championships,14/02/2008,Querrey S.,Garcia-Lopez G.,1.41,2.84
International Championships,14/02/2008,Kunitsyn I.,Mirnyi M.,1.75,2.04
International Championships,15/02/2008,Spadea V.,Muller G.,1.42,2.81
International Championships,15/02/2008,Blake J.,Capdeville P.,1.15,5.48
International Championships,15/02/2008,Nishikori K.,Reynolds B.,1.76,2.04
International Championships,15/02/2008,Querrey S.,Spadea V.,1.72,2.08
